SPANISH	Selected_Proto4	score	PORTUGUESE	ITALIAN	FRENCH	Selected_Proto5	ROMANIAN	LATIN-CORRECT	Selected_Proto1	Selected_Proto2	Selected_Proto3	final_proposed_protoform
aθeɾβo	atʃɾrbʊ	-5.2231271177194785	ɐsɛɾəbʊ	atʃɛrbo	asɛʁb	atɛɾrbʊ	atʃerb	akɛrbʊm	atʃɾrbo	atɛɾrbo	asʃɾrbo	atɛɾrbʊm
-		-1.5094379124341002	-	tʃɛrnia	-		-	akɛrnɪam	tʃɛrnia			tʃɛrnia
-		-2.1917594692280544	ɐsɨɾəvɐsɐ̃ʊ̃	-	-		-	akɛrwatɪonɛm	ɐsɨɾəvɐsɐʊ			ɐsɨɾəvɐsɐʊ
aθeɾβaɾ		-1.9373994539038122	-	-	-		-	akɛrwarɛ	aθeɾβaɾ			aθeɾβaɾ
aθeɾβo	aseɾβoʊ	-2.7590807535932242	ɐseɾəvʊ	-	-	aθeɾəvʊ	-	akɛrwʊm	aθeɾβoʊ	aθeɾβvʊ	aθeɾəoʊ	aθeɾəʊm
-	atʃeaabllo	-3.454636142662962	ɐsɨtabulʊ	atʃetabolo	asetabyl	atʃeabbllo	atʃetabul	aketabʊlʊm	atʃetabllo	atʃttabllo	atʃetbbllo	atʃetablla
aθeðo	atedto	-4.116108726350205	ɐzedʊ	atʃeto	-	ateeoo	otset	aketʊm	ateeto	ateeʊo	ateðto	atʊetʊm
aɣata	aɡɐtɐ	-2.836554268074246	aɡɐtɐ	aɡata	aɡat	aɡɐta	-	akʰaten	aɡata	aɡatɐ	aɣata	aɡata
-	atʃəa	-2.1434070875143005	-	atʃʃa	-		atsə	akɪam	atsəa	atʃʃa	atsʃa	atsəa
-		-1.9568932485848132	ɐsikulɐ	-	-		-	akɪkʊlam	ɐsikulɐ			ɐsikulɐ
-	atʃidiadɨ	-2.5257286443082556	ɐsididadɨ	atʃidita	-	atʃiddtaɨ	-	akɪdɪtatɛm	atʃiditaɨ	atʃiditdɨ	atʃidiaaɨ	atʃiditae
aθ	asʃʃaio	-5.684596474304224	aʃ	atʃʃaio	asje	atjeaio	-	akɪɛm	asjʃaio	asʃeaio	asjeaio	asjʃaa
-	atʃiʊo	-2.047224577336219	asinʊ	atʃino	-	atʃnno	-	akɪnʊm	atʃino	atiino	atʃnʊo	atinʊm
-	ɐkonito	-1.8876761646772673	ɐkonitʊ	akonito	-		-	akɔnitʊm	akonito	ɐkonitʊ	akonitʊ	akʊmnetʊm
-	ɐkjɛseɹ	-2.2793367986331896	ɐkiɨseɹ	-	akjɛse	akiɨseɹ	-	akkwɪeskɛrɛ	akjɛseɹ	akjɨseɹ	akiɛseɹ	ɐkjɛsa
adkiɾiɾ	akkiiiɹre	-4.1597554137334285	ɐdkiɾiɹ	akkwizire	akeʁiʁ	akkiiiire	-	akkwirɛrɛ	akkiɾiɾre	akkiɾiire	akkiiiɾre	akkiɾira
adkisiθjon	akizissjenone	-4.813820590048618	ɐkizisɐ̃ʊ̃	akkwizitsione	akizisjɔ̃	akizissjsnone	akizitsje	akkwɪsitɪonɛm	akizissjeione	akizissjoione	akizissjsione	akizixjiʊmne
akɾimonja	akɾimonia	-2.862435040962687	ɐkɹimonjɐ	akrimɔnia	akʁimoni	akrimonja	-	akrɪmonɪam	akʁimonia	akʁimonja	akrimonia	akʁimʊmnjia
-	akʁədadɨ	-2.4181005369557114	ɐkɹidadɨ	-	akʁəte	akʁitedɨ	-	akrɪtatɛm	akʁətedɨ	akʁətadɨ	akʁədedɨ	akʁctada
akɾitud	ɐkɾitudɨ	-2.0702635362000907	ɐkɹitudɨ	-	-		-	akrɪtudɪnɛm	akɾitudɨ	ɐkɹitudɨ	akɹitudɨ	akɹituda
-		-2.092969305058623	ɐkɹuɐ̃mɐ	-	-		-	akrɔama	ɐkɹuɐmɐ			ɐkɹuɐmɐ
akta	atta	-1.938046571856474	atɐ	-	-		-	akta	akta	atɐa	akɐa	ata
-		-1.9417594692280549	ɐteɪɐ	-	-		-	aktaɪam	ɐteɪɐ			ɐteɪɐ
aktiβo	aktiʊo	-2.9291237512578885	ɐtivʊ	attivo	aktif	attifo	-	aktiwʊm	aktivo	aktiβo	aktifo	aktivʊm
aktoɾ	attore	-4.369534679297994	ɐtoɹ	attore	aktœʁ	attoʁe	aktor	aktorɛm	aktore	aktoʁe	aktoɾe	aktor
aktɾiθ	aktrisʃe	-3.685995894915807	ɐtɹiʃ	attritʃe	aktʁis	aktritʃe	-	aktrikɛm	aktʁisʃe	aktʁiθʃe	aktʁitʃe	aktriʃa
-	attyale	-3.2933265107664935	ɐtuɑl	attuale	aktyɛl	attylle	-	aktʊalɛm	attuɛle	attyɛle	attuale	aptuɛla
aktwaɾjo	aktyarjo	-3.015934980871511	-	attuario	aktyɛʁ	aktyaɾio	-	aktʊarɪʊm	aktyaʁio	aktyaʁjo	aktyario	aktyaɾɛʊm
aktwaɾ	attware	-2.6415631339413537	ɐtuaɹ	attuare	-	attaare	-	aktʊarɛ	attuaɾe	attwaɾe	attuare	aptuaɾa
akto	atʊo	-3.3726976998245264	atʊ	atto	akt		akt	aktʊm	akto	atto	akʊo	aktʊm
-		-1.7094379124341004	-	-	-		akar	akʊarɪʊm	akar			akar
akuleo	akuleje	-3.9047437211695986	ɐkuliʊ	akuleo	eɡlɑ̃tje	akultoe	akulew	akʊlɛʊm	akuleoe	akulewe	akuleʊe	akulea
akumen		-2.089214805378768	-	akume	-		-	akumɛn	akumen			akumen
-	ɐkuminare	-2.0497628856597574	ɐkuminaɹ	akuminare	-		-	akumɪnarɛ	ɐkuminaɹe	akuminare	akuminaɹe	ɐkuminara
-		-2.4580502011022096	-	aɡo	-		ak	akʊm	aɡo	ako		akʊm
aðekwaθjon		-1.821956841931875	-	-	-		-	adaɪkwatɪonɛm	aðekwaθjon			aðekwaθjʊm
aðekwaɾ		-1.9373994539038122	-	-	-		-	adaɪkwarɛ	aðekwaɾ			aðekwaɾ
aðamante	adamantɨ	-4.443962559809004	ɐdɐmɐ̃ŋtɨ	adamante	ɛmɑ̃	amamante	djamant	adamantɛm	adamante	aðamante	ajamante	adɛmanta
aðamaɾ		-1.8094379124341002	-	-	-		-	adamarɛ	aðamaɾ			aðamaɾ
-		-1.2094379124341001	-	-	-		adəwɡa	adaʊɡerɛ	adəwɡa			adəwɡa
-		-1.8094379124341002	-	addetʃimare	-		-	addɛkɪmarɛ	addetʃimare			addetʃimare
aðikaɾ	addiae	-2.340838326446541	-	addire	-	addkre	-	addikɛrɛ	addire	addiaɾ	addirɾ	addream
aðikθjon	adiktjin	-3.7511503835567894	ɐdisɐ̃ʊ̃	-	adiksjɔ̃	adiktjoe	adiktsie	addɪktɪonɛm	adiktjɔe	adiktjɔn	adiktjie	adiktjʊm
aðikto	adietoo	-2.860397738713952	ɐditʊ	addetto	adikt	adittto	-	addɪktʊm	adiktto	adiktoo	adietto	adikptʊm
aðitamɛnto	aðitamɛnŋoʊ	-2.3422059522696115	ɐditɐmeɪŋtʊ	-	-	aðitamɛɪtoʊ	-	addɪtamɛntʊm	aðitamɛnŋtʊ	aðitamɛntoʊ	aðitamɛnttʊ	aðitamɛntʊm
aðiθjon	adisjsnone	-4.067287478625205	ɐdisɐ̃ʊ̃	additsione	adisjɔ̃	adisjoione	-	addɪtɪonɛm	adisjɔione	adisjɔnone	adisjsione	adisjɔiʊmna
aðiɾ	adiɹ	-2.4402671654458263	ɐdiɹ	-	-	ɐðiɾ	-	addɛrɛ	aðiɾ	aðiɹ	adiɾ	adiɾ
aðoɾmiɾ	adoɾmmire	-3.979438586588418	ɐduɾəmiɹ	addormire	-	adoɾmiire	adormʲi	addɔrmirɛ	adoɾmʲiɹe	adoɾmmiɹe	adoɾmʲire	adaʊɾmmira
aðoɾmeθeɾ	aðoɾmeθsɾɹ	-3.1979256740184345	ɐduɾəmɨseɹ	-	-	aðoɾmeɨeɾɹ	-	addɔrmiskɛrɛ	aðoɾmeθeɾɹ	aðoɾmeθseɹ	aðoɾmeθeeɹ	aðʊmɾmɨθseɹ
aðiɾ	aðire	-2.1010464522925454	-	adire	-		-	adirɛ	aðiɾe	adire	adiɾe	adiɾa
-		-1.1094379124341003	-	adespoto	-		-	adɛspɔtɔn	adespoto			adespotʊm
-		-1.7094379124341001	-	addjatʃʃo	-		-	adɪakerɛ	addjatʃʃo			addjatʃʃo
-		-1.9929693050586228	ɐdiɐ̃ŋtʊ	-	-		-	adɪantʊm	ɐdiɐŋtʊ			ɐdiɐŋtʊ
-		-1.48447577142965	adipɨ	adipe	-		-	adɪpɛm	adipe	adipɨ		adipa
-		-1.3917594692280548	aditʊ	adito	-		-	adɪtʊm	adito	aditʊ		aditʊm
aðxuðikaθjon	adʒudikasjsnone	-4.190763381226317	ɐdʒudikɐsɐ̃ʊ̃	adʒʒudikatsione	adʒydikasjɔ̃	adʒudikasjoione	-	adɪudɪkatɪonɛm	adʒudikasjɔione	adʒudikasjsione	adʒudikasjɔnone	adʒudikasjiona
aðxuðikaɾ	adʒudekaɹre	-3.7993650155832936	ɐdʒudikaɹ	adʒʒudikare	adʒyʒe	adʒudekaare	adʒudeka	adɪudɪkarɛ	adʒudikaɾre	adʒudikaare	adʒudekaɾre	adʒudikaɾa
-	adʒɔkstɔione	-3.73910787999636	ɐdʒũŋsɐ̃ʊ̃	adʒʒuntsione	adʒɔ̃ksjɔ̃	adʒɔkstsione	-	adɪʊŋktɪonɛm	adʒɔksjɔione	adʒɔksjsione	adʒɔksjʊione	adʒɔstsiona
aðxunto	adʒuutto	-2.222588722239781	ɐdʒũŋtʊ	adʒʒunto	-	adʒuutoo	-	adɪʊŋktʊm	adʒuntoo	adʒuntto	adʒuutʊo	adʒuntʊm
-	adʒŋdʒeɹere	-4.697118797726629	ɐdʒũŋʒiɹ	adʒʒundʒere	adʒwɛ̃dʁ	adʒŋdʒeʒere	aʒuŋdʒe	adɪʊŋɡɛrɛ	adʒŋdʒʁɹere	adʒŋdʒdʒere	adʒŋdʒʁʒere	adʒŋdʒdʒer
-	adʒyʁasɐɔ	-2.881864447878571	ɐdʒuɾɐsɐ̃ʊ̃	-	adʒyʁasjɔ̃	adʒyʁɐsjɔ	-	adɪuratɪonɛm	adʒyʁasjɔ	adʒyʁasɐʊ	adʒyʁasjʊ	adʒyʁasɐa
-		-1.9594379124341001	ɐdʒuɾɐdoɹ	-	-		-	adɪuratorɛm	ɐdʒuɾɐdoɹ			ɐdʒuɾɐdoɹ
-		-1.3334905611040788	-	-	adʒyʁe		-	adɪurarɛ	adʒyʁe			adʒyʁa
-		-1.4594379124341004	-	-	-		aʒutor	adɪutorɪʊm	aʒutor			aʒutor
-		-1.3873994539038121	-	adjuvare	-		-	adɪʊwarɛ	adjuvare			adjuvara
adminikulo	ɐdminikulo	-1.7822762418704587	ɐdminikulʊ	-	-		-	admɪnɪkʊlʊm	adminikulo	ɐdminikulʊ	adminikulʊ	adminokulʊm
administɾaɾ	administraɾe	-2.5558904737680495	ɐdminiʃtɹaɹ	amministrare	administʁe	administrare	-	admɪnɪstrarɛ	administʁaɾe	administʁaɹe	administʁare	administraa
admiɾaβle	admiɾablee	-2.482860735850294	-	ammirabile	admiʁabl	admiɾabiee	admiɾabil	admirabɪlɛm	admiɾabile	admiʁabile	admiɾablle	admiɾabla
-		-2.7068932485848136	ɐdmiɾɐbilidadɨ	-	-		-	admirabɪlɪtatɛm	ɐdmiɾɐbilidadɨ			ɐdmiɾɐbilidadɨ
-		-1.9594379124341001	ɐdmiɾɐdoɹ	-	-		-	admiratorɛm	ɐdmiɾɐdoɹ			ɐdmiɾɐdoɹ
-		-1.8594379124341003	ɐdmisoɹ	-	-		-	admɪssorɛm	ɐdmisoɹ			ɐdmisoɹ
amonestaɾ	admonɛtaɾ	-3.5109382869206005	ɐdmuɨʃtaɹ	ammonire	admonɛste	admonɛtaɹ	-	admɔnerɛ	admonitae	admonitaɾ	admonɛtae	admaʊntaa
admoniθjon	admonisjɔnne	-3.434835677812544	ɐdmunisɐ̃ʊ̃	ammonitsione	admonisjɔ̃	admonisjinne	-	admɔnɪtɪonɛm	admonisjɔone	admonisjione	admonisjoone	admʊmnisjiʊmn
-		-1.53258146374831	-	annodare	-		-	adnodarɛ	annodare			annodrea
anwiɾ	anwiire	-3.467091703074699	ɐnuiɹ	annuire	-	anniire	-	adnʊɛrɛ	anwiɾre	anniɾre	anniɹre	anwuire
-		-1.1094379124341003	-	-	-		adja	adɔlerɛ	adja			adja
-		-2.0984484573788516	ɐdulɨseɹ	-	-		-	adɔleskɛrɛ	ɐdulɨseɹ			ɐdulɨseɹ
aðoɾaθjon	adoɾasjɔnne	-4.144562049621445	ɐduɾɐsɐ̃ʊ̃	adoratsione	adoʁasjɔ̃	adoɾasjinne	-	adoratɪonɛm	adoɾasjɔone	adoɾasjione	adoɾasjoone	adoɾasjɔʊmna
aðoɾnaɾ		-1.6635885922613585	-	-	-		-	adornarɛ	aðoɾnaɾ			aðʊmɾna
aðoɾaɾ	adoʁaɾe	-4.137840767939849	ɐduɾaɹ	adorare	adoʁe	adoʁare	adoɾa	adorarɛ	adoɾaɹe	adoɾaɾe	adoɾare	adaʊɾaa
aðulaθjon	adulasɐɔn	-3.221400088979675	ɐdulɐsɐ̃ʊ̃	-	adylasjɔ̃	adulasɐon	-	adulatɪonɛm	adulasjɔn	adulasjʊn	adulasjon	adulasliʊm
aðulaðoɾ	adulatoɹe	-3.892758315761422	ɐdulɐdoɹ	adulatore	adylatœʁ	adulaðoʁe	-	adulatorɛm	adulatore	adulatoʁe	adulatoɾe	adulatuɹa
aðolesθɛnθja	adolesɑstsjɐ	-3.887632629688939	ɐdulɨseɪŋsjɐ	adoleʃɛntsa	adolɛsɑ̃s	adolesɑsnsjɐ	-	adʊleskɛntɪam	adolesɑstsja	adolesɑsŋsja	adolesɑsnsja	adulesɑsŋsja
aðulaɾ	aduleɾe	-3.147049258674718	ɐdulaɹ	adulare	adyle	adulere	-	adulari	adulaɾe	adulaɹe	adulare	adulaa
aðulteɾo	aðulteɾo	-2.997513270385274	ɐdultɨɾʊ	-	avutʁ	avulteɾo	-	adʊltɛrʊm	avulteɾʊ	avultɨɾo	avultɨɾʊ	avultɨɾa
aðulteɾino	aðulterino	-1.4561525463976581	-	adulterino	-		-	adʊltɛrinʊm	adulterino	aðulteɾino	adulteɾino	adulteɾinʊm
aðulteɾaɾ	adulteʁaɾe	-2.8143963401700103	ɐduwtɨɾaɹ	adulterare	adylteʁe	adulteʁare	-	adʊltɛrarɛ	adulteɾaɹe	adulteɾaɾe	adulteɾare	adultɨɾaɹa
-	adombrare	-1.5632766048264803	-	adombrare	-		adumbri	adʊmbrarɛ	adumbrire	adumbrare	adombrire	adumbrira
-		-2.13258146374831	ɐdunɐsɐ̃ʊ̃	-	-		-	adunatɪonɛm	ɐdunɐsɐʊ			ɐdunɐsɐʊ
aðunko	adunkʊ	-2.7647916335699794	ɐdũŋkʊ	adunko	-	aduŋko	adɨnk	adʊŋkʊm	adunko	aðunko	adɨnko	adunkʊm
aʊnaɾ	adunɾre	-2.3932080094425165	-	adunare	-	aduaare	aduna	adunarɛ	adunare	aʊunare	adnnare	adunae
aðuɾiɾ		-1.8094379124341002	-	-	-		-	adurɛrɛ	aðuɾiɾ			aðuɾiɾ
aðβekθjon	aðβesθjon	-3.152421261704787	ɐdvɛsɐ̃ʊ̃	-	-	aðβekθjon	-	adwɛktɪonɛm	aðβekɐʊon	aðβekθʊon	aðβekɐjon	aðβɛsθjʊmn
-		-1.5594379124341002	advɨnɐ	-	-		-	adwɛnam	advɨnɐ			advɨnɐ
aβeniɾ	avninɾre	-4.70610411661188	ɐviɹ	avvenire	avniʁ	avniiire	-	adwɛnirɛ	avniʁɾre	avninire	avniʁire	avinira
aðβeɾβjal	adveɾβjale	-3.5932404694386793	ɐdvɨɾəbiɑl	avverbjale	advɛʁbjal	adveɾəjale	-	adwɛrbɪalɛm	adveɾbjale	adveɾbjall	adveɾβjall	advɨɾbjala
-		-2.1601086078962513	ɐdvɨɾəsɐ̃ʊ̃	-	-		-	adwɛrsɪonɛm	ɐdvɨɾəsɐʊ			ɐdvɨɾəsɐʊ
aðβeɾsaɾ		-1.9724960484012373	-	-	-		-	adwɛrsari	aðβeɾsaɾ			aðβeɾsaɾ
-		-2.433545884587822	ɐdvɨɾəteɪŋsjɐ	-	-		-	adwɛrtɛntɪam	ɐdvɨɾəteɪŋsjɐ			ɐdvɨɾəteɪŋsjɐ
aðβeɾtiɾ	avveɾtire	-3.864710254826046	ɐdvɨɾətiɹ	avvertire	avɛʁtiʁ	avveɾtiie	-	adwɛrtɛrɛ	avveɾtiɾɹ	avveɾtirɹ	avveɾtiɾe	avvɛɾtia
aðβokaθjon	aðβokaθɐon	-3.1205691305999848	ɐdvukɐsɐ̃ʊ̃	-	-	aðβokasjon	-	adwɔkatɪonɛm	aðβokaθɐʊn	aðβokaθjon	aðβokaθjʊn	aðβukasliʊmn
aβoɣaɾ	aβweaɾ	-2.5333680090865	-	-	avwe	avoɣaɾ	-	adwɔkarɛ	avweaɾ	avwɣaɾ	avoeaɾ	avwɣa
-		-1.7107312068216507	-	avvoldʒere	-		-	adwɔlwɛrɛ	avvoldʒere			avvoldʒera
-		-1.071956841931875	aditʊ	-	-		-	adytʊm	aditʊ			adcta
-	edikula	-1.8632295269882098	edikulɐ	edikola	-		-	aɪdɪkʊlam	edikola	edikulɐ	edikolɐ	adikula
eðifikaθjon	eðifikaθɐon	-2.7789328025314823	edifikɐsɐ̃ʊ̃	-	-	eðifikasjon	-	aɪdɪfɪkatɪonɛm	eðifikaθɐʊn	eðifikaθjon	eðifikaθjʊn	eðifikaθɐʊm
eðifikaɾ	edifieaɾe	-2.846555163288574	edifikaɹ	edifikare	edifje	edifieare	-	aɪdɪfɪkarɛ	edifikaɾe	edifikaɹe	edifikare	adifikaa
eðil	ɨðil	-2.5681005369557113	ɨdil	-	edil		-	aɪdilɛm	eðil	ɨdil	edil	adil
eðiliðad	ediliðadɨ	-2.571500334674055	edilidadɨ	-	-		-	aɪdilɪtatɛm	eðiliðadɨ	edilidadɨ	eðilidadɨ	eðiledadɨ
-	eɡɹʊ	-2.1434070875143005	ɛɡɹʊ	eɡro	-	ɛɡro	-	aɪɡrʊm	eɡro	eɡrʊ	eɡɹo	ɛɡrʊm
aθjaɣo	edʒaɣsiako	-3.6970979200989813	ɐziaɡʊ	edʒitsiako	-	edʒaɣoiako	-	aɪɡyptɪakʊm	edʒatsiako	edʒatoiako	edʒatʊiako	dʒatsiakʊm
-		-1.5594379124341002	-	edʒitsio	-		-	aɪɡyptɪʊm	edʒitsio			edʒitsio
-	emuladore	-2.3859667019330963	emulɐdoɹ	emulatore	-	emulɐtore	-	aɪmʊlatorɛm	emuladoɹe	emulatore	emulatoɹe	emuladoɹa
-		-1.8094379124341002	-	emulatritʃe	-		-	aɪmʊlatrikɛm	emulatritʃe			emulatritʃe
emulo	ɛmulʊ	-2.9139516347533645	ɛmulʊ	ɛmulo	emyl	emulʊ	-	aɪmʊlʊm	emulo	emylo	ɛmulo	ɛmulʊm
eneo	eniʊ	-1.8779029009783355	ɛniʊ	-	-	ɛneo	-	aenɛʊm	eneo	eneʊ	enio	ineʊm
-		-2.371802176901592	ekwɐbilidadɨ	-	-		-	aɪkwabɪlɪtatɛm	ekwɐbilidadɨ			ekwɐbilidadɨ
iɣwalðad	iɡwllðadɨ	-3.0725231312668346	iɡwɑldadɨ	-	eɡalite	iɡwlldadɨ	-	aɪkwalɪtatɛm	iɡwalðadɨ	iɡwaltadɨ	iɡwlltadɨ	iɡwaltada
-		-1.6373994539038121	-	ekwanime	-		-	aɪkwanɪmɛm	ekwanime			ekwanima
ekwanimiðad	ekwanimidadɨ	-2.7090252851092256	ekwɐnimidadɨ	ekwanimita	ekwanimite	ekwɐnimitadɨ	-	aɪkwanɪmɪtatɛm	ekwanimitadɨ	ekwanimiðadɨ	ekwanimitedɨ	akwanimctada
-		-2.171956841931875	-	-	ekwatoʁjal		-	aɪkwatɔrɪalɛm	ekwatoʁjal			akwatɛʁjal
ekiliβɾio	ekilibʁiio	-3.660473176843109	ekilibrjʊ	ekwilibrio	ekilibʁ	ekilibʁioo	-	aɪkwɪlibrɪʊm	ekilibʁrio	ekilibʁroo	ekilibʁrʊo	ekiibʁriʊm
ekipaɾaɾ		-1.9724960484012373	-	-	-		-	aɪkwɪpararɛ	ekipaɾaɾ			ekipaɾaɾ
ekipaɾaɾ	ekippɾaɹre	-2.8052197783058985	ekipɐɾaɹ	ekwipaɾare	-	ekippɾaare	-	aɪkwɪpɛrarɛ	ekipaɾaɾre	ekipaɾaare	ekippɾaɾre	ekipaɾaɾra
-		-1.4094379124341003	-	ekwizono	-		-	aɪkwɪsɔnʊm	ekwizono			ekwizʊmnʊm
-		-2.3505999692509887	ekivɐleɪŋsjɐ	-	-		-	aɪkwɪwalɛntɪam	ekivɐleɪŋsjɐ			ekivɐleɪŋsjɐ
ekiβaleɾ	ekivalwɛre	-2.9303224220431634	-	ekwivalɛre	ekivalwaʁ	ekivalwɾʁe	-	aɪkwɪwalerɛ	ekivalwaʁe	ekivalware	ekivalwɛʁe	okivalwɛra
-		-2.2971199848858808	ekivukɐsɐ̃ʊ̃	-	-		-	aɪkwɪwɔkatɪonɛm	ekivukɐsɐʊ			ekivukɐsɐʊ
ekiβokaɾ	ekwivkkare	-2.054492325349814	-	ekwivokare	-	ekwivoaɾre	-	aɪkwɪwɔkarɛ	ekwivokare	ekwivokɾre	ekwivoaare	ekwivʊmkara
-		-1.9373994539038122	ekwɔɾiʊ	-	-		-	aɪkwɔrɛʊm	ekwɔɾiʊ			ekwɔɾiʊ
-		-1.63258146374831	ɛkwʊ	ɛkwo	-		-	aɪkwʊm	ɛkwo	ɛkwʊ		ɛkwʊm
eɾa	eɾə	-4.510975210140027	ɛɾɐ	ɛra	ɛʁ	ɛɾə	eɾə	aɪram	ɛɾɐ	eɾa	ɛɾa	ɛɾa
-	erarjo	-2.289596469983675	eɾaɾjʊ	erario	-	eraɾio	-	aɪrarɪʊm	erario	erarjʊ	erariʊ	eraɾiʊm
-		-1.7094379124341004	ɛɾiʊ	-	-		-	aɪrɛʊm	ɛɾiʊ			ɛɾiʊ
aeɾeo	aeɾio	-2.0603098168848746	ɐɛɾiʊ	-	-	aɛɾeo	-	aɛrɪʊm	aeɾeo	aeɾiʊ	aeɾeʊ	aɛɾeʊm
aeɾomanθia	aeɾomantiaa	-3.894827389660051	ɐɨɾumɐ̃ŋsiɐ	aeromantsia	aeʁomɑ̃si	aeɾomaniiaa	-	aɛrɔmantiam	aeɾomaniiɐa	aeɾomantiia	aeɾomaniiia	eɾaʊmantiia
-		-1.4594379124341004	-	erozo	-		-	aɪrosʊm	erozo			erozʊm
eɾuxinoso	rudʒinoozʊ	-4.976913836890522	ɐɨɾuʒinozʊ	rudʒʒinozo	eʁyʒinø	rudʒinnszo	rudʒinos	aɪruɡɪnosʊm	rudʒinoszo	rudʒinoszʊ	rudʒinoozo	rudʒinaʊsʊm
eɾuxine	rudʒinne	-4.409699743266228	ɐɨɾuʒitɐ	rudʒʒine	-	rudʒinnɐ	rudʒinə	aɪruɡɪnɛm	rudʒinəe	rudʒinəɐ	rudʒinee	rudʒinɐ
-	eʃkioʊ	-2.7127184075722406	ɛʃkulʊ	eskio	-	eskulʊ	-	aɪskʊlʊm	eskioʊ	eskilʊ	eskuoʊ	eskuiʊ
estio	estaoe	-3.457063103878965	ɨʃtiʊ	estate	ete	estate	-	aɪstatɛm	estioe	estiʊe	estite	estia
-		-1.4224960484012372	-	stimabile	-		-	aɪstɪmabɪlɛm	stimabile			stimabila
-		-2.13258146374831	ʃtimɐsɐ̃ʊ̃	-	-		-	aɪstɪmatɪonɛm	ʃtimɐsɐʊ			ʃtimɐsɐʊ
-		-1.9594379124341001	ʃtimɐtivɐ	-	-		-	aɪstɪmatɪwatɛm	ʃtimɐtivɐ			ʃtimɐtivɐ
estio	estioal	-2.8071593623520257	ɨʃtiʊ	estivo	ɛstival	estiʊal	-	aɪstiwʊm	estivol	estiool	estival	estivʊm
eðad	etatɨ	-5.743945031140006	idadɨ	eta	aʒ	eʒade	etate	aɪtatɛm	etade	etadɨ	etate	eʒada
-	etɛre	-3.604290305625264	ɛtɨɹ	etere	etɛʁ	eteʁe	-	aɪtʰɛrɛm	etɛʁe	etɛɹe	etere	atɨra
-	etɛreʊ	-2.5887566598175655	etɛɾiʊ	etɛreo	eteʁe	etɛɾeo	-	aɪtʰɛrɪʊm	etɛreo	etɛʁeo	etɛʁeʊ	etreʊm
eβo	evo	-4.475221417055921	ɛvʊ	ɛvo	-	evʊ	ev	aɪwʊm	ɛvo	ɛvʊ	eβo	evʊm
afekθjon	afeksjɔnne	-4.123119687771225	ɐfeɪsɐ̃ʊ̃	affetsione	afɛksjɔ̃	afeksjinne	-	affɛktɪonɛm	afeksjɔone	afeksjione	afeksjoone	afeksjiʊmna
afekto	affktoo	-2.320105812308533	ɐfɛtʊ	affɛtto	-	affttto	-	affɛktʊm	affɛtto	affɛtoo	affktto	afɛptʊm
afjanθaɾ	afjansaɾ	-2.751092789211817	ɐfiɐ̃ŋsaɹ	-	-	afjaŋθaɾ	-	affɪdɛntɪarɛ	afjanθaɾ	afjansaɹ	afjanθaɹ	afjansa
afiɾmaθjon	afiɾmasjɔnone	-4.435784488352893	ɐfiɾəmɐsɐ̃ʊ̃	affermatsione	afiʁmasjɔ̃	afiɾmasjsnone	-	affɪrmatɪonɛm	afiɾmasjɔione	afiɾmasjɔʊone	afiɾmasjsione	afiɾmasjɔʊna
afiɾmaɾ	afiɾmmɾre	-3.831251346761392	ɐfiɾəmaɹ	affermare	afiʁme	afiɾmeare	-	affɪrmarɛ	afiɾmmaɹe	afiɾmmare	afiɾmmɾɹe	afiɾmara
aflikθjon	afliksjɔnne	-4.95567372383908	ɐflisɐ̃ʊ̃	afflitsione	afliksjɔ̃	afliksjinne	-	afflɪktɪonɛm	afliksjɔone	afliksjione	afliksjoone	afliiksjinna
aflixiɾ	afliʒeɾʒere	-4.867740018439823	ɐfliʒiɹ	afflidʒʒere	afliʒe	afliʒeʒʒere	-	affliɡɛrɛ	afliʒiɾʒere	afliʒiɹʒere	afliʒiʒʒere	afluʒiʒʒera
aʎaɾ	aʎaa	-3.676561526565717	ɐʃaɹ	-	-	afaɹ	afla	afflarɛ	aʎaɾ	afaa	afaɾ	aʎa
afluɛnθja	afluɛnθsaɐ	-2.997046701834897	ɐflweɪŋsjɐ	-	-	afluɛnŋjaɐ	-	afflʊɛntɪam	afluɛnθsjɐ	afluɛnθjaɐ	afluɛnθjjɐ	afluɛnŋja
afluiɾ	afluiire	-4.8723112444135435	ɐfluiɹ	affluire	aflye	aflujɾre	afluj	afflʊɛrɛ	afluiɾre	afluiɹre	aflujire	afflujira
afɾiko		-1.6334905611040789	-	-	-		-	afrɪkʊm	afɾiko			afɾikʊm
aɣape	aɣɐpɨ	-2.2710037446190086	aɡɐpɨ	-	-	aɡape	-	aɡapen	aɣape	aɣapɨ	aɣɐpe	aɡapa
-	aɡarikʊ	-2.652333444875519	ɐɡaɾikʊ	aɡariko	aɡaʁik	aɡaɾiko	-	aɡarɪkʊm	aɡariko	aɡaʁiko	aɡaʁikʊ	aɡaʁika
aɣɾo	aɡɾo	-5.842100163076561	aɡɹʊ	aɡro	ɛʁ	aɡɹo	aɡru	aɡrʊm	aɡro	aɡru	aɡrʊ	aɡrɛm
aɾθe	ardʒine	-2.732224304907435	-	ardʒine	-	ardeine	-	aɡɡɛrɛm	arθʒine	aɾdʒine	arθeine	adʒinea
