ROMANIAN	FRENCH	ITALIAN	SPANISH	PORTUGUESE	LATIN-CORRECT	parsimony_proto1	parsimony_proto2	parsimony_proto3	parsimony_proto4	parsimony_proto5
adormʲi	-	addormire	aðoɾmiɾ	ɐduɾəmiɹ	addɔrmirɛ	adoɾmmire	adoɾmmiɹe	adoɾmʲire	adoɾmʲiɹe	adoɾmiire
-	-	-	aðoɾmeθeɾ	ɐduɾəmɨseɹ	addɔrmiskɛrɛ	aðoɾmeθeɾɹ	aðoɾmeθeeɹ	aðoɾmeθsɾɹ	aðoɾmeθseɹ	aðoɾmeɨeɾɹ
-	-	adire	aðiɾ	-	adirɛ	adire	adiɾe	aðire	aðiɾe	
-	-	adespoto	-	-	adɛspɔtɔn	adespoto				
-	-	addjatʃʃo	-	-	adɪakerɛ	addjatʃʃo				
-	-	-	-	ɐdiɐ̃ŋtʊ	adɪantʊm	ɐdiɐŋtʊ				
-	-	adipe	-	adipɨ	adɪpɛm	adipe	adipɨ			
-	-	adito	-	aditʊ	adɪtʊm	adito	aditʊ			
-	adʒydikasjɔ̃	adʒʒudikatsione	aðxuðikaθjon	ɐdʒudikɐsɐ̃ʊ̃	adɪudɪkatɪonɛm	adʒudikasjɔione	adʒudikasjɔnone	adʒudikasjsione	adʒudikasjsnone	adʒudikasjoione
adʒudeka	adʒyʒe	adʒʒudikare	aðxuðikaɾ	ɐdʒudikaɹ	adɪudɪkarɛ	adʒudekaare	adʒudekaɾre	adʒudekaɹre	adʒudikaare	adʒudikaɾre
-	adʒɔ̃ksjɔ̃	adʒʒuntsione	-	ɐdʒũŋsɐ̃ʊ̃	adɪʊŋktɪonɛm	adʒɔksjɔione	adʒɔksjsione	adʒɔksjʊione	adʒɔkstɔione	adʒɔkstsione
-	-	adʒʒunto	aðxunto	ɐdʒũŋtʊ	adɪʊŋktʊm	adʒuutto	adʒuutoo	adʒuutʊo	adʒuntto	adʒuntoo
aʒuŋdʒe	adʒwɛ̃dʁ	adʒʒundʒere	-	ɐdʒũŋʒiɹ	adɪʊŋɡɛrɛ	adʒŋdʒeʒere	adʒŋdʒeɹere	adʒŋdʒʁʒere	adʒŋdʒʁɹere	adʒŋdʒdʒere
-	adʒyʁasjɔ̃	-	-	ɐdʒuɾɐsɐ̃ʊ̃	adɪuratɪonɛm	adʒyʁasjɔ	adʒyʁasjʊ	adʒyʁasɐɔ	adʒyʁasɐʊ	adʒyʁɐsjɔ
-	-	-	-	ɐdʒuɾɐdoɹ	adɪuratorɛm	ɐdʒuɾɐdoɹ				
-	adʒyʁe	-	-	-	adɪurarɛ	adʒyʁe				
aʒutor	-	-	-	-	adɪutorɪʊm	aʒutor				
-	-	adjuvare	-	-	adɪʊwarɛ	adjuvare				
-	-	-	adminikulo	ɐdminikulʊ	admɪnɪkʊlʊm	adminikulo	adminikulʊ	ɐdminikulo	ɐdminikulʊ	
-	administʁe	amministrare	administɾaɾ	ɐdminiʃtɹaɹ	admɪnɪstrarɛ	administʁare	administʁaɾe	administʁaɹe	administrare	administraɾe
admiɾabil	admiʁabl	ammirabile	admiɾaβle	-	admirabɪlɛm	admiɾabile	admiɾablle	admiɾabiee	admiɾablee	admiʁabile
-	-	-	-	ɐdmiɾɐbilidadɨ	admirabɪlɪtatɛm	ɐdmiɾɐbilidadɨ				
-	-	-	-	ɐdmiɾɐdoɹ	admiratorɛm	ɐdmiɾɐdoɹ				
-	-	-	-	ɐdmisoɹ	admɪssorɛm	ɐdmisoɹ				
-	admonɛste	ammonire	amonestaɾ	ɐdmuɨʃtaɹ	admɔnerɛ	admonɛtae	admonɛtaɾ	admonɛtaɹ	admonitae	admonitaɾ
-	admonisjɔ̃	ammonitsione	admoniθjon	ɐdmunisɐ̃ʊ̃	admɔnɪtɪonɛm	admonisjɔone	admonisjɔnne	admonisjione	admonisjinne	admonisjoone
-	-	annodare	-	-	adnodarɛ	annodare				
-	-	annuire	anwiɾ	ɐnuiɹ	adnʊɛrɛ	anniire	anniɾre	anniɹre	anwiire	anwiɾre
adja	-	-	-	-	adɔlerɛ	adja				
-	-	-	-	ɐdulɨseɹ	adɔleskɛrɛ	ɐdulɨseɹ				
-	adoʁasjɔ̃	adoratsione	aðoɾaθjon	ɐduɾɐsɐ̃ʊ̃	adoratɪonɛm	adoɾasjɔone	adoɾasjɔnne	adoɾasjione	adoɾasjinne	adoɾasjoone
-	-	-	aðoɾnaɾ	-	adornarɛ	aðoɾnaɾ				
adoɾa	adoʁe	adorare	aðoɾaɾ	ɐduɾaɹ	adorarɛ	adoɾare	adoɾaɾe	adoɾaɹe	adoʁare	adoʁaɾe
-	adylasjɔ̃	-	aðulaθjon	ɐdulɐsɐ̃ʊ̃	adulatɪonɛm	adulasjɔn	adulasjon	adulasjʊn	adulasɐɔn	adulasɐon
-	adylatœʁ	adulatore	aðulaðoɾ	ɐdulɐdoɹ	adulatorɛm	adulatoʁe	adulatore	adulatoɾe	adulatoɹe	adulaðoʁe
-	adolɛsɑ̃s	adoleʃɛntsa	aðolesθɛnθja	ɐdulɨseɪŋsjɐ	adʊleskɛntɪam	adolesɑstsja	adolesɑstsjɐ	adolesɑsnsja	adolesɑsnsjɐ	adolesɑsŋsja
-	adyle	adulare	aðulaɾ	ɐdulaɹ	adulari	adulare	adulaɾe	adulaɹe	adulere	aduleɾe
-	avutʁ	-	aðulteɾo	ɐdultɨɾʊ	adʊltɛrʊm	avulteɾo	avulteɾʊ	avultɨɾo	avultɨɾʊ	aðulteɾo
-	-	adulterino	aðulteɾino	-	adʊltɛrinʊm	adulterino	adulteɾino	aðulterino	aðulteɾino	
-	adylteʁe	adulterare	aðulteɾaɾ	ɐduwtɨɾaɹ	adʊltɛrarɛ	adulteɾare	adulteɾaɾe	adulteɾaɹe	adulteʁare	adulteʁaɾe
adumbri	-	adombrare	-	-	adʊmbrarɛ	adumbrire	adumbrare	adombrire	adombrare	
-	-	-	-	ɐdunɐsɐ̃ʊ̃	adunatɪonɛm	ɐdunɐsɐʊ				
adɨnk	-	adunko	aðunko	ɐdũŋkʊ	adʊŋkʊm	adunko	adunkʊ	aduŋko	adɨnko	aðunko
aduna	-	adunare	aʊnaɾ	-	adunarɛ	adunare	adunɾre	aduaare	adnnare	aʊunare
-	-	-	aðuɾiɾ	-	adurɛrɛ	aðuɾiɾ				
-	-	-	aðβekθjon	ɐdvɛsɐ̃ʊ̃	adwɛktɪonɛm	aðβekθjon	aðβekθʊon	aðβekɐjon	aðβekɐʊon	aðβesθjon
-	-	-	-	advɨnɐ	adwɛnam	advɨnɐ				
-	avniʁ	avvenire	aβeniɾ	ɐviɹ	adwɛnirɛ	avniʁire	avniʁɾre	avninire	avninɾre	avniiire
-	advɛʁbjal	avverbjale	aðβeɾβjal	ɐdvɨɾəbiɑl	adwɛrbɪalɛm	adveɾbjale	adveɾbjall	adveɾβjale	adveɾβjall	adveɾəjale
-	-	-	-	ɐdvɨɾəsɐ̃ʊ̃	adwɛrsɪonɛm	ɐdvɨɾəsɐʊ				
-	-	-	aðβeɾsaɾ	-	adwɛrsari	aðβeɾsaɾ				
-	-	-	-	ɐdvɨɾəteɪŋsjɐ	adwɛrtɛntɪam	ɐdvɨɾəteɪŋsjɐ				
-	avɛʁtiʁ	avvertire	aðβeɾtiɾ	ɐdvɨɾətiɹ	adwɛrtɛrɛ	avveɾtire	avveɾtirɹ	avveɾtiɾe	avveɾtiɾɹ	avveɾtiie
-	-	-	aðβokaθjon	ɐdvukɐsɐ̃ʊ̃	adwɔkatɪonɛm	aðβokaθjon	aðβokaθjʊn	aðβokaθɐon	aðβokaθɐʊn	aðβokasjon
-	avwe	-	aβoɣaɾ	-	adwɔkarɛ	avweaɾ	avwɣaɾ	avoeaɾ	avoɣaɾ	aβweaɾ
-	-	avvoldʒere	-	-	adwɔlwɛrɛ	avvoldʒere				
-	-	-	-	aditʊ	adytʊm	aditʊ				
-	-	edikola	-	edikulɐ	aɪdɪkʊlam	edikola	edikolɐ	edikula	edikulɐ	
-	-	-	eðifikaθjon	edifikɐsɐ̃ʊ̃	aɪdɪfɪkatɪonɛm	eðifikaθjon	eðifikaθjʊn	eðifikaθɐon	eðifikaθɐʊn	eðifikasjon
-	edifje	edifikare	eðifikaɾ	edifikaɹ	aɪdɪfɪkarɛ	edifikare	edifikaɾe	edifikaɹe	edifieare	edifieaɾe
-	edil	-	eðil	ɨdil	aɪdilɛm	edil	eðil	ɨdil	ɨðil	
-	-	-	eðiliðad	edilidadɨ	aɪdilɪtatɛm	eðiliðadɨ	eðilidadɨ	ediliðadɨ	edilidadɨ	
-	-	eɡro	-	ɛɡɹʊ	aɪɡrʊm	eɡro	eɡrʊ	eɡɹo	eɡɹʊ	ɛɡro
-	-	edʒitsiako	aθjaɣo	ɐziaɡʊ	aɪɡyptɪakʊm	edʒatsiako	edʒatoiako	edʒatʊiako	edʒaɣsiako	edʒaɣoiako
-	-	edʒitsio	-	-	aɪɡyptɪʊm	edʒitsio				
-	-	emulatore	-	emulɐdoɹ	aɪmʊlatorɛm	emulatore	emulatoɹe	emuladore	emuladoɹe	emulɐtore
-	-	emulatritʃe	-	-	aɪmʊlatrikɛm	emulatritʃe				
-	emyl	ɛmulo	emulo	ɛmulʊ	aɪmʊlʊm	emulo	ɛmulo	emulʊ	ɛmulʊ	emylo
-	-	-	eneo	ɛniʊ	aenɛʊm	eneo	eneʊ	enio	eniʊ	ɛneo
-	-	-	-	ekwɐbilidadɨ	aɪkwabɪlɪtatɛm	ekwɐbilidadɨ				
-	eɡalite	-	iɣwalðad	iɡwɑldadɨ	aɪkwalɪtatɛm	iɡwlltadɨ	iɡwllðadɨ	iɡwlldadɨ	iɡwaltadɨ	iɡwalðadɨ
-	-	ekwanime	-	-	aɪkwanɪmɛm	ekwanime				
-	ekwanimite	ekwanimita	ekwanimiðad	ekwɐnimidadɨ	aɪkwanɪmɪtatɛm	ekwanimitadɨ	ekwanimiðadɨ	ekwanimidadɨ	ekwanimitedɨ	ekwɐnimitadɨ
-	ekwatoʁjal	-	-	-	aɪkwatɔrɪalɛm	ekwatoʁjal				
-	ekilibʁ	ekwilibrio	ekiliβɾio	ekilibrjʊ	aɪkwɪlibrɪʊm	ekilibʁrio	ekilibʁroo	ekilibʁrʊo	ekilibʁiio	ekilibʁioo
-	-	-	ekipaɾaɾ	-	aɪkwɪpararɛ	ekipaɾaɾ				
-	-	ekwipaɾare	ekipaɾaɾ	ekipɐɾaɹ	aɪkwɪpɛrarɛ	ekippɾaare	ekippɾaɾre	ekippɾaɹre	ekipaɾaare	ekipaɾaɾre
-	-	ekwizono	-	-	aɪkwɪsɔnʊm	ekwizono				
-	-	-	-	ekivɐleɪŋsjɐ	aɪkwɪwalɛntɪam	ekivɐleɪŋsjɐ				
-	ekivalwaʁ	ekwivalɛre	ekiβaleɾ	-	aɪkwɪwalerɛ	ekivalwaʁe	ekivalware	ekivalwɛʁe	ekivalwɛre	ekivalwɾʁe
-	-	-	-	ekivukɐsɐ̃ʊ̃	aɪkwɪwɔkatɪonɛm	ekivukɐsɐʊ				
-	-	ekwivokare	ekiβokaɾ	-	aɪkwɪwɔkarɛ	ekwivokare	ekwivokɾre	ekwivoaare	ekwivoaɾre	ekwivkkare
-	-	-	-	ekwɔɾiʊ	aɪkwɔrɛʊm	ekwɔɾiʊ				
-	-	ɛkwo	-	ɛkwʊ	aɪkwʊm	ɛkwo	ɛkwʊ			
eɾə	ɛʁ	ɛra	eɾa	ɛɾɐ	aɪram	ɛɾa	ɛɾə	ɛɾɐ	eɾa	eɾə
-	-	erario	-	eɾaɾjʊ	aɪrarɪʊm	erario	erariʊ	erarjo	erarjʊ	eraɾio
-	-	-	-	ɛɾiʊ	aɪrɛʊm	ɛɾiʊ				
-	-	-	aeɾeo	ɐɛɾiʊ	aɛrɪʊm	aeɾeo	aeɾeʊ	aeɾio	aeɾiʊ	aɛɾeo
-	aeʁomɑ̃si	aeromantsia	aeɾomanθia	ɐɨɾumɐ̃ŋsiɐ	aɛrɔmantiam	aeɾomaniiia	aeɾomaniiaa	aeɾomaniiɐa	aeɾomantiia	aeɾomantiaa
-	-	erozo	-	-	aɪrosʊm	erozo				
rudʒinos	eʁyʒinø	rudʒʒinozo	eɾuxinoso	ɐɨɾuʒinozʊ	aɪruɡɪnosʊm	rudʒinoszo	rudʒinoszʊ	rudʒinoozo	rudʒinoozʊ	rudʒinnszo
rudʒinə	-	rudʒʒine	eɾuxine	ɐɨɾuʒitɐ	aɪruɡɪnɛm	rudʒinəe	rudʒinəɐ	rudʒinne	rudʒinnɐ	rudʒinee
-	-	eskio	-	ɛʃkulʊ	aɪskʊlʊm	eskioʊ	eskilʊ	eskuoʊ	eskulʊ	eʃkioʊ
-	ete	estate	estio	ɨʃtiʊ	aɪstatɛm	estite	estioe	estiʊe	estate	estaoe
-	-	stimabile	-	-	aɪstɪmabɪlɛm	stimabile				
-	-	-	-	ʃtimɐsɐ̃ʊ̃	aɪstɪmatɪonɛm	ʃtimɐsɐʊ				
-	-	-	-	ʃtimɐtivɐ	aɪstɪmatɪwatɛm	ʃtimɐtivɐ				
-	ɛstival	estivo	estio	ɨʃtiʊ	aɪstiwʊm	estival	estivol	estioal	estiool	estiʊal
etate	aʒ	eta	eðad	idadɨ	aɪtatɛm	etade	etadɨ	etate	etatɨ	eʒade
-	etɛʁ	etere	-	ɛtɨɹ	aɪtʰɛrɛm	etɛʁe	etɛre	etɛɹe	eteʁe	etere
-	eteʁe	etɛreo	-	etɛɾiʊ	aɪtʰɛrɪʊm	etɛʁeo	etɛʁeʊ	etɛreo	etɛreʊ	etɛɾeo
ev	-	ɛvo	eβo	ɛvʊ	aɪwʊm	evo	ɛvo	evʊ	ɛvʊ	eβo
-	afɛksjɔ̃	affetsione	afekθjon	ɐfeɪsɐ̃ʊ̃	affɛktɪonɛm	afeksjɔone	afeksjɔnne	afeksjione	afeksjinne	afeksjoone
-	-	affɛtto	afekto	ɐfɛtʊ	affɛktʊm	affɛtto	affɛtoo	affktto	affktoo	affttto
-	-	-	afjanθaɾ	ɐfiɐ̃ŋsaɹ	affɪdɛntɪarɛ	afjanθaɾ	afjanθaɹ	afjansaɾ	afjansaɹ	afjaŋθaɾ
-	afiʁmasjɔ̃	affermatsione	afiɾmaθjon	ɐfiɾəmɐsɐ̃ʊ̃	affɪrmatɪonɛm	afiɾmasjɔione	afiɾmasjɔnone	afiɾmasjɔʊone	afiɾmasjsione	afiɾmasjsnone
-	afiʁme	affermare	afiɾmaɾ	ɐfiɾəmaɹ	affɪrmarɛ	afiɾmmare	afiɾmmaɹe	afiɾmmɾre	afiɾmmɾɹe	afiɾmeare
-	afliksjɔ̃	afflitsione	aflikθjon	ɐflisɐ̃ʊ̃	afflɪktɪonɛm	afliksjɔone	afliksjɔnne	afliksjione	afliksjinne	afliksjoone
-	afliʒe	afflidʒʒere	aflixiɾ	ɐfliʒiɹ	affliɡɛrɛ	afliʒiʒʒere	afliʒiɾʒere	afliʒiɹʒere	afliʒeʒʒere	afliʒeɾʒere
afla	-	-	aʎaɾ	ɐʃaɹ	afflarɛ	afaa	afaɾ	afaɹ	aʎaa	aʎaɾ
-	-	-	afluɛnθja	ɐflweɪŋsjɐ	afflʊɛntɪam	afluɛnθjaɐ	afluɛnθjjɐ	afluɛnθsaɐ	afluɛnθsjɐ	afluɛnŋjaɐ
afluj	aflye	affluire	afluiɾ	ɐfluiɹ	afflʊɛrɛ	afluiire	afluiɾre	afluiɹre	aflujire	aflujɾre
-	-	-	afɾiko	-	afrɪkʊm	afɾiko				
-	-	-	aɣape	aɡɐpɨ	aɡapen	aɣape	aɣapɨ	aɣɐpe	aɣɐpɨ	aɡape
-	aɡaʁik	aɡariko	-	ɐɡaɾikʊ	aɡarɪkʊm	aɡaʁiko	aɡaʁikʊ	aɡariko	aɡarikʊ	aɡaɾiko
aɡru	ɛʁ	aɡro	aɣɾo	aɡɹʊ	aɡrʊm	aɡro	aɡru	aɡrʊ	aɡɾo	aɡɹo
-	-	ardʒine	aɾθe	-	aɡɡɛrɛm	ardʒine	ardeine	arθʒine	arθeine	aɾdʒine
-	-	aɡɡlomerare	aɣlomeɾaɾ	ɐɡlumɨɾaɹ	aɡɡlɔmɛrarɛ	aɡllmmɾaare	aɡllmmɾaɾre	aɡllmmɾaɹre	aɡllmeɾaare	aɡllmeɾaɾre
-	aɡlytine	aɡɡlutinare	-	-	aɡɡlutɪnarɛ	aɡlytineare	aɡlytinnare	aɡlytiieare	aɡlytiinare	aɡlyttneare
-	aɡʁave	aɡɡravare	aɣɾaβaɾ	ɐɡɹɐvaɹ	aɡɡrawarɛ	aɡʁavaare	aɡʁavaɾre	aɡʁavaɹre	aɡɡavaare	aɡɡavaɾre
-	aɡʁɛse	aɡɡredire	aɣɾeðiɾ	ɐɡɹɨdiɹ	aɡɡrɛdi	aɡʁɛsiire	aɡʁɛsiɾre	aɡʁɛsiɹre	aɡʁɛeiire	aɡʁɛeiɾre
-	aɡʁeɡasjɔ̃	-	aɣɾeɣaθjon	ɐɡɹɨɡɐsɐ̃ʊ̃	aɡɡrɛɡatɪonɛm	aɡʁeɡasjɔn	aɡʁeɡasjon	aɡʁeɡasjʊn	aɡɾeɡasjɔn	aɡɾeɡasjon
-	aɡʁeʒe	aɡɡreɡare	aɣɾeɣaɾ	ɐɡɹɨɡaɹ	aɡɡrɛɡarɛ	aɡʁeʒaare	aɡʁeʒaɾre	aɡʁeʒaɹre	aɡʁeeaare	aɡʁeeaɾre
-	aʒilite	adʒilita	axiliðad	ɐʒilidadɨ	aɡɪlɪtatɛm	aʒilitadɨ	aʒiliiadɨ	aʒiliðadɨ	aʒilidadɨ	aʒilitaaɨ
-	-	-	aina	-	aɡinam	aina				
-	-	-	axitaðoɾ	ɐʒitɐdoɹ	aɡɪtatorɛm	axitaðoɾ	axitaðoɹ	axitadoɾ	axitadoɹ	axitɐðoɾ
adʒitaɾe	aʒite	adʒitare	axitaɾ	ɐʒitaɹ	aɡɪtarɛ	adittaɾe	adittare	aditaaɾe	aditaare	aʒittaɾe
-	-	-	aɡnaθjon	-	aŋnatɪonɛm	aɡnaθjon				
-	aɲa	aɲato	aɡnaðo	ɐɡnatʊ	aŋnatʊm	aɲaaoo	aɲaaoʊ	aɲaaðo	aɲaaðʊ	aɲaato
mjalə	aɲɛl	aɲɛlla	-	-	aŋnɛllam	aɲɛləa	aɲɛlla	aɲaləa	aɲalla	ajɛləa
mjel	aɲo	aɲɛllo	-	-	aŋnɛllʊm	aɲello	aɲollo	aɲɛllo	ajello	ajollo
-	-	-	aɲino	-	aŋninʊm	aɲino				
-	-	-	-	ɐɡnisɐ̃ʊ̃	aŋnɪtɪonɛm	ɐɡnisɐʊ				
-	-	-	aɡnomɛnto	-	aŋnomɛntʊm	aɡnomɛnto				
-	-	-	-	ɐ̃ɲʊ	aŋnʊm	ɐɲʊ				
-	aʒiʁ	adʒire	axiɾ	ɐʒiɹ	aɡɛrɛ	aʒiʁre	aʒiire	aʒiɾre	aʒiɹre	adiʁre
-	-	-	-	ɐɡuɾɐpɐpiɐmeɪŋtu	aɡɔram	ɐɡuɾɐpɐpiɐmeɪŋtu				
-	aɡʁɛʁ	-	aɣɾaɾjo	-	aɡrarɪʊm	aɡʁɛʁjo	aɡʁɛɾjo	aɡʁaʁjo	aɡʁaɾjo	aɡɾɛʁjo
-	-	-	-	ɐɡɹɛlɐ	aɡrɛllʊm	ɐɡɹɛlɐ				
-	aɡʁɛst	aɡrɛste	aɣɾeste	ɐɡɹɛʃtɨ	aɡrɛstɛm	aɡʁɛste	aɡrɛste	aɡɾɛste	aɡɹɛste	aɡʁɛstɨ
aɡrimensor	-	aɡrimensore	aɣɾimensoɾ	ɐɡɹimeɪŋsoɹ	aɡrimensorɛm	aɡrimensore	aɡrimensorɹ	aɡrimensoɾe	aɡrimensoɾɹ	aɡrimensooe
alabastru	albatʁ	alabastro	alaβastɾo	ɐlɐbaʃtɹʊ	alabastrʊm	alabastro	alabastru	alabastrʊ	alabastɾo	alabastɹo
-	alɛɡʁ	alleɡro	aleɣɾe	ɐlɛɡɹɨ	alakrɛm	alɛɡʁro	alɛɡʁeo	alɛɡʁɨo	alɛɡɡro	alɛɡɡeo
-	alakʁite	alakrita	alakɾiðad	ɐlɐkɹidadɨ	alakrɪtatɛm	alakʁitadɨ	alakritadɨ	alakɾitadɨ	alakɹitadɨ	alakʁiðadɨ
aɾipə	ob	lapatssa	-	abɐ	alapam	abipəssa	abiptssa	abiaəssa	abiatssa	abppəssa
-	-	-	alaðo	-	alatʊm	alaðo				
-	alwɛt	allɔdola	alondɾa	-	alaʊdam	alwɛdola	alwɛdoaa	alwɛdɾla	alwɛdɾaa	alwɔdola
-	alɔz	aloza	-	-	alaʊsam	alɔza	aloza			
-	-	-	alβeɾo	ɑlveɪɾʊ	albarɪʊm	alβeɾoʊ	alβeɾɾʊ	alβeɪoʊ	alβeɪɾʊ	alveɾoʊ
albʲ	-	-	-	-	albeskɛrɛ	albʲ				
-	-	-	alβuxine	-	albuɡɪnɛm	alβuxine				
-	-	albume	alβumina	-	albumɛn	albumena	albumina	alβumena	alβumina	
-	-	-	-	ɑlbuɾənʊ	albʊrnʊm	ɑlbuɾənʊ				
-	-	-	alθeðon	-	alkedɪnɛm	alθeðon				
-	-	altʃe	alθe	ɑlsɨ	alkɛm	altʃe	altee	altɨe	alθʃe	alθee
altʃon	alsjɔ̃	-	alθjon	-	alkyɔnɛm	altjon	alsjon	alθjon	altjɔn	alsjɔn
-	-	alea	alea	-	alɛam	alea				
-	-	alɡore	-	ɑlɡoɹ	alɡorɛm	alɡore	alɡoɹe	ɑlɡore	ɑlɡoɹe	
-	aljenasjɔ̃	alienatsione	aljenaθjon	ɐlienɐsɐ̃ʊ̃	alɪenatɪonɛm	aljenasjɔone	aljenasjɔnne	aljenasjione	aljenasjinne	aljenasjoone
-	-	-	aljenixeno	-	alɪenɪɡɛnʊm	aljenixeno				
-	aljene	alienare	enaxenaɾ	ɐʎiaɹ	alɪenarɛ	alienere	alienerɾ	alieneae	alieneaɾ	alienare
-	-	aliɛno	axeno	ɐʎeɪʊ	alɪenʊm	aleɛno	aleɛoo	aleɛʊo	alenno	alenoo
-	-	-	alɣjen	ɑlɡeɪŋ	alɪkwɛm	alɣjen	alɣjeŋ	alɣjɪn	alɣjɪŋ	alɣeen
-	-	allakrimare	-	-	allakrɪmarɛ	allakrimare				
alətra	-	-	-	-	allatrarɛ	alətra				
-	-	alitʃe	-	-	allek	alitʃe				
ajepta	aleʃe	allettare	-	-	allɛktarɛ	aleptaare	alepttare	aleʃtaare	aleʃttare	aleetaare
aleɡatsje	aleɡasjɔ̃	alleɡatsione	aleɣaθjon	ɐlɨɡɐsɐ̃ʊ̃	alleɡatɪonɛm	aleɡasjjeone	aleɡasjjione	aleɡasjjnone	aleɡasjɔeone	aleɡasjɔione
aleɡa	aleɡe	alleɡare	aleɣaɾ	ɐlɨɡaɹ	allɛɡɛrɛ	aleɡaare	aleɡaɾre	aleɡaɹre	aleɡeare	aleɡeɾre
-	-	alleɡoridzzare	-	-	alleɡɔrizzarɛ	alleɡoridzzare				
-	-	allevjare	aliβjaɾ	ɐliviaɹ	allɛwɪarɛ	alievaare	alievaɾre	alievaɹre	aliejaare	aliejaɾre
-	-	allevare	-	-	allɛwarɛ	allevare				
-	alwe	allokare	alokaɾ	ɐlukaɹ	allɔkarɛ	alwkaare	alwkaɾre	alwkaɹre	allkaare	allkaɾre
-	alokysjɔ̃	allokutsione	alokuθjon	ɐlukusɐ̃ʊ̃	allɔkutɪonɛm	alokusjɔione	alokusjɔnone	alokusjsione	alokusjsnone	alokusjoione
-	-	alludere	aluðiɾ	ɐludiɹ	alludɛrɛ	aluuiere	aluuiɾre	aluuiɹre	aluðiere	aluðiɾre
-	-	-	almo	-	almʊm	almo				
anin	-	alno	alno	-	alnʊm	alno	alnn	alio	anno	alin
-	-	-	-	ɐlimeɪŋtaɹ	alɛrɛ	ɐlimeɪŋtaɹ				
-	-	-	alfaβeto	-	alpʰabetʊm	alfaβeto				
-	otɛl	altare	altaɾ	ɑltaɹ	altarɛm	altare	altaɾe	altaɹe	oltare	oltaɾe
-	altɛʁkasjɔ̃	alterkatsione	alteɾkaθjon	ɑltɨɾəkɐsɐ̃ʊ̃	altɛrkatɪonɛm	alteɾkasjɔone	alteɾkasjɔnne	alteɾkasjɔʊne	alteɾkasjione	alteɾkasjinne
-	altɛʁke	alterkare	alteɾkaɾ	ɑltɨɾəkaɹ	altɛrkari	alteɾkare	alteɾkarɹ	alteɾkaɾe	alteɾkaɾɹ	alteɾkaae
-	-	alternatsione	alteɾnaθjon	-	altɛrnatɪonɛm	alternatsione	alternatsinne	alternatsoone	alternatsonne	alternatjione
-	-	-	alteɾnaɾ	-	altɛrnarɛ	alteɾnaɾ				
-	-	-	alteɾno	-	altɛrnʊm	alteɾno				
-	-	altɛa	altea	ɑlteɪɐ	altʰaɪam	alteaɐ	alteɪɐ	altɛaɐ	ɑlteaɐ	altɛɪɐ
-	-	altissimo	altisimo	-	altɪssɪmʊm	altissimo	altissioo	altissmmo	altissmoo	altisiimo
altitudʲine	altityd	altitudine	altitud	ɑltitudɨ	altɪtudɪnɛm	altitudʲine	altitudʲiee	altitudʲnne	altitudʲnee	altitudiine
-	alysine	-	aluθinaɾ	-	alukɪnari	alysineɾ	alysinaɾ	alyθineɾ	alyθinaɾ	alusineɾ
-	alœ̃	-	-	-	alʊm	alœ				
-	-	alunno	alumno	ɐlunʊ	alʊmnʊm	alunno	alunʊo	alumno	ɐlunno	alumʊo
-	-	-	alβeaɾjo	-	alwɛarɪʊm	alβeaɾjo				
albje	oʒ	alveo	alβeo	aʊviʊ	alwɛʊm	alveo	alvee	alveʊ	alvjo	alvio
-	-	alvo	-	-	alwʊm	alvo				
-	-	-	amaβiliðad	-	amabɪlɪtatɛm	amaβiliðad				
amalɡam	-	amalɡama	amalɣama	ɐmaʊɡɐmɐ	amalɡama	amalɡama	amalɡamɐ	amalɡɐma	amalɣama	amaʊɡama
amant	amɑ̃	amante	amante	ɐmɐ̃ŋtɨ	amantɛm	amante	amantɨ	amaŋte	amɑnte	amɐnte
-	-	amanuɛnse	amanwɛnse	ɐmɐnueɪŋsɨ	amanʊensɛm	amanuɛnseɨ	amanuɛnssɨ	amanuɛnŋeɨ	amanuɛɪseɨ	amanuenseɨ
aməɾɨ	ameʁize	amaredʒʒare	amaɾɣaɾ	ɐmɐɾəɡaɹ	amarɪkarɛ	amaɾɨzeʒare	amaɾɨzeɹare	amaɾɨzʒʒare	amaɾɨzʒɹare	amaɾɨzɾʒare
aməɾeatsə	-	amaretssa	-	-	amarɪtɪɛm	aməɾeatsə	aməɾeatsa	aməɾeassə	aməɾeassa	aməɾettsə
-	amɛʁtym	amaritudine	-	-	amarɪtudɪnɛm	amɛʁtymdine	amɛʁtyudine	amɛʁttmdine	amɛʁttudine	amɛʁiymdine
-	-	amarulɛnto	-	-	amarʊlɛntʊm	amarulɛnto				
-	-	amazio	-	-	amasɪʊm	amazio				
amator	-	amatore	amaðoɾ	ɐmɐdoɹ	amatorɛm	amatore	amatoɾe	amatoɹe	amaðore	amadore
-	-	amatɔrio	amatoɾjo	ɐmɐtɔɾjʊ	amatorɪʊm	amatɔɾjo	amatɔɾjʊ	amatɔɾio	amatɔrjo	amatoɾjo
-	ɑ̃baʒ	-	ambaxes	ɐ̃mbaʒɨʃ	ambaɡɛm	ɑmbaxes	ɑmbaxeʃ	ɑmbaxɨs	ɑmbaxɨʃ	ɑmbaʒes
