word,language,top_1_transformation,top_1_score,top_2_transformation,top_2_score
abisso,italian,abissʊm,-3.2491506841478066,abixʊm,-3.5990343824177753
aβismo,spanish,aβismʊm,-3.8536957018287135,aβismʊma,-4.4580064375344435
ɐbiʒmʊ,portuguese,ɐbiʒmʊ,-4.420285785579948,,
akademi,french,akadami,-3.666020996268314,akademi,-3.8862870039947657
akkadɛmia,italian,akkadɛmia,-3.6262975784695666,akkadɛmiaa,-4.077433856939473
akaðemja,spanish,akaðemja,-4.152290302077514,akaðemlia,-4.596769357973083
ɐkɐdɨmiɐ,portuguese,ɐkɐdɨmiɐ,-4.522177933731985,,
akantə,romanian,akantə,-4.135694340810328,,
akɑ̃t,french,akɑ̃t,-4.848696243998915,,
akanto,italian,akantʊm,-3.9401679384499273,akanto,-4.591537830158966
akanto,spanish,akantʊm,-3.9401679384499273,akanto,-4.591537830158966
ɐkɐ̃ŋtʊ,portuguese,ɐkɐ̃ŋtʊ,-6.465024678307408,,
ɐkɐtɐlɨpsiɐ,portuguese,ɐkɐtɐlɨpsiɐ,-1.8512073253103953,,
akalðaɾ,spanish,akalðaɾ,-1.8594379124341003,,
aksede,french,aksede,-4.546674237835074,aksedaer,-4.622913838074611
atʃʃedere,italian,atʃʃedere,-6.004992310486769,,
akθeðeɾ,spanish,akθeðeɾ,-5.669207848776157,,
ɐsɨdeɹ,portuguese,ɐsɨdeɹ,-6.666339106588314,,
ɐsɨleɾɐtɔɾjʊ,portuguese,ɐsɨleɾɐtɔɾjʊ,-2.2190810898839275,,
atʃʃɛndere,italian,atʃʃɛndere,-3.5511973816621554,,
ɐseɪŋdeɹ,portuguese,ɐseɪŋdeɹ,-6.401279413115189,,
aktʃent,romanian,aktʃent,-7.1466471872644854,,
aksɑ̃,french,aksɑ̃,-11.70944858471392,,
atʃʃɛnto,italian,atʃʃɛnto,-7.468580902748128,,
aθɛnto,spanish,aθɛntaʊesʊm,-8.120483365156545,aθɛntaʊesɨʊm,-8.162482171226262
ɐseɪŋtʊ,portuguese,ɐseɪŋtʊ,-15.815380151797081,,
aksɛpsjɔ̃,french,aksɛpsliɔ̃,-5.299200982571538,aksɛpsjɔ̃,-5.431522539365492
atʃʃetsione,italian,atʃʃetsione,-8.025584651557793,,
aθepθjon,spanish,aθepθliʊmn,-5.475179065443317,aθepθjʊmn,-5.885189749291534
ɐsɨpsɐ̃ʊ̃,portuguese,ɐsɨpsɐ̃ʊ̃,-6.593351563873161,,
aksɛsjɔ̃,french,aksɛsliɔ̃,-5.120143104447433,aksɛsjɔ̃,-5.3578251768992144
atʃʃession,italian,atʃʃession,-7.1674555576211745,,
akθesjon,spanish,akθesliʊmn,-4.954360496279808,akθesjʊmn,-5.589208874025058
ɐsɨsɐ̃ʊ̃,portuguese,ɐsɨsɐ̃ʊ̃,-8.594049640102028,,
aksɛswaʁ,french,aksɛswaʁ,-5.613200297239747,,
atʃʃessɔrio,italian,atʃʃessɔrio,-5.264785973923514,,
ɐsɨsɔɾjʊ,portuguese,ɐsɨsɔɾjʊ,-5.693627546352362,,
akθeso,spanish,akθesʊm,-2.8108660529107494,akθesʊma,-3.083718016527894
ɐsɛsʊ,portuguese,ɐsɛsʊ,-3.5511973816621554,,
ɐsideɪŋtɨ,portuguese,ɐsideɪŋtɨ,-2.0647984280919265,,
ɐsideɪŋsjɐ,portuguese,ɐsideɪŋsjɐ,-2.1047480922384247,,
aksɛpte,french,aksɛptaa,-4.049801487379145,aksɛpta,-4.111401198258461
atʃʃettare,italian,atʃʃettare,-5.921460917862246,,
aθepptaɾ,spanish,aθepptaɾ,-4.38200031539995,,
ɐseɪtaɹ,portuguese,ɐseɪtaɹ,-2.848635415116343,,
otuʁ,french,otuʁ,-3.836670117950285,aʊtuʁ,-3.8866701179502847
astore,italian,astorea,-2.7998829533812497,astaʊrea,-2.8498829533812495
aθoɾ,spanish,aθoɾ,-6.11393740296004,aθaʊɾ,-6.38708095427425
ɐsoɹ,portuguese,ɐsoɹ,-7.333177679416765,,
aklaɾaɾ,spanish,aklaɾaɾ,-2.5963877156524386,,
ɐklɐɾaɹ,portuguese,ɐklɐɾaɹ,-2.516509036520236,,
akkline,italian,akklinea,-2.029441541679836,akklineʊm,-2.0794415416798357
ɐklividadɨ,portuguese,ɐklividadɨ,-2.1719568419318747,,
akɔmodasjɔ̃,french,akɔmodasliɔ̃,-4.461191495591703,akɔmodasjɔ̃,-4.506501675396027
akkomodatsione,italian,akkomodatsiʊmne,-5.894959740779438,akkomodatsiʊmnea,-5.985189821446188
akomoðaθjon,spanish,akomʊmðaθjʊmn,-4.909428238714238,akomoðaθliʊmn,-4.9879917286567546
ɐkumudɐsɐ̃ʊ̃,portuguese,ɐkumudɐsɐ̃ʊ̃,-5.284828625362563,,
akonsexaɾ,spanish,akaʊnsexaɾ,-2.7937958112351966,akʊmnsexaɾ,-2.797639505909759
ɐkuŋsɨʎaɹ,portuguese,ɐkuŋsɨʎaɹ,-2.795685936634719,,
akkreʃere,italian,akkreʃerea,-4.533843141896979,akkreʃere,-4.587445405862773
akɾeθeɾ,spanish,akɾeθeɾ,-4.1605152263747645,,
ɐkɹɨseɹ,portuguese,ɐkɹɨseɹ,-4.546868826333575,,
akretsje,romanian,akretsje,-5.674560483635136,,
akʁesjɔ̃,french,akʁesliɔ̃,-5.70753962880133,akʁesjɔ̃,-5.750004856473424
akkretsione,italian,akkretsiʊmne,-6.5483424189776445,akkretsiʊmnea,-6.807509797890136
akɾeθjon,spanish,akɾeθliʊmn,-5.888807484190642,akɾeθjʊmn,-5.962150790427663
ɐkɹɨsɐ̃ʊ̃,portuguese,ɐkɹɨsɐ̃ʊ̃,-7.761121884422647,,
ɐkubitʊ,portuguese,ɐkubctʊ,-1.6094379124341003,ɐkubitʊ,-1.8594379124341003
akymylasjɔ̃,french,akymylasliɔ̃,-4.496733714466862,akymylasjɔ̃,-4.557081771635728
akkumulatsione,italian,akkumulatsiʊmne,-5.338967145213434,akkumulatsiʊmnea,-5.474801250743889
akumulaθjon,spanish,akumulaθliʊmn,-4.076231272405838,akumulaθjʊmn,-4.09636903520671
ɐkumulɐsɐ̃ʊ̃,portuguese,ɐkumulɐsɐ̃ʊ̃,-4.6312267420359206,,
akuɾaɾ,spanish,akuɾaɾ,-1.8094379124341002,,
akuʁiʁ,french,akuʁiʁ,-4.871652982836592,,
akkɔrrere,italian,akkɔrrere,-6.137588829979041,akkɔrrerea,-6.184565390748656
akoreɾ,spanish,akaʊreɾ,-4.754691939604842,akoreɾ,-4.940520650446368
ɐkuʁeɹ,portuguese,ɐkuʁeɹ,-4.9799401530180845,,
akyzabl,french,akyzaflɛm,-3.1904773558305948,akyzaplɛm,-3.1904773558305948
akkuzabile,italian,akkuzabilea,-3.8622107271994857,akkuzabile,-3.903806863948091
ɐkuzavɛl,portuguese,ɐkuzavɛl,-3.5362127445214777,,
ɐkuzɐ̃ŋtɨ,portuguese,ɐkuzɐ̃ŋtɨ,-1.9594379124341001,,
akuzatsje,romanian,akuzatsje,-4.633388664776882,,
akyzasjɔ̃,french,akyzasjɔ̃,-5.1736663455855885,akyzasliɔ̃,-5.333481211592795
akkuzatsione,italian,akkuzatsiʊmne,-5.712237168049656,akkuzatsiʊmnea,-5.948712728625112
akusaθjon,spanish,akusaθliʊmn,-5.299541026227587,akusaθjʊmn,-5.687209274830386
ɐkuzɐsɐ̃ʊ̃,portuguese,ɐkuzɐsɐ̃ʊ̃,-6.3206954762197745,,
akuzətor,romanian,akuzətor,-4.480062713501285,akuzətaʊr,-4.986546193903735
akyzatœʁ,french,akyzatœʁ,-5.517890117435422,,
akkuzatore,italian,akkuzatore,-5.826590954260095,akkuzatorea,-5.93883298311004
akusaðoɾ,spanish,akusaðoɾ,-5.730064637379058,akusaðaʊɾ,-5.8832488736142885
ɐkuzɐdoɹ,portuguese,ɐkuzɐdoɹ,-6.013832810509703,,
akyzatwaʁ,french,akyzatwaʁ,-4.952900037453552,,
akkuzatɔrio,italian,akkuzatɔriʊm,-4.079677940666866,akkuzatɔrio,-4.497051259644452
akusatoɾjo,spanish,akusatoɾjʊm,-4.008334964017218,akusatʊmɾjʊm,-4.025610719396591
ɐkuzɐtɔɾjʊ,portuguese,ɐkuzɐtɔɾjʊ,-4.4083336855660535,,
akkuzatritʃe,italian,akkuzatritʃe,-1.8594379124341003,,
akuza,romanian,akuza,-3.0488340124089923,,
akyze,french,akyza,-3.7792317551215957,akyzaa,-4.182178828946314
akkuzare,italian,akkuzare,-4.960152320405444,akkuzarea,-5.19741120123959
akusaɾ,spanish,akusaɾ,-4.269814564478823,,
ɐkuzaɹ,portuguese,ɐkuzaɹ,-4.199034382417775,,
atʃʃidia,italian,atʃʃidia,-3.638879454113936,,
ɐsɛdjɐ,portuguese,ɐsɛdjɐ,-3.988879454113936,,
aθefalo,spanish,aθefalʊm,-3.083718016527894,aθefalʊma,-3.328876720082529
ɐsɛfɐlʊ,portuguese,ɐsɛfɐlʊ,-3.1849636044898095,,
artsar,romanian,artsar,-7.077817163758938,,
eʁabl,french,aʁafler,-6.848370219518555,aʁaflɨo,-6.863166486163388
atʃero,italian,atʃero,-8.149797216161852,,
aθeɾe,spanish,aθeɾe,-7.947870107220122,,
asɨɹ,portuguese,asɨɹ,-7.372398392570046,,
atʃerbita,italian,atʃerbita,-4.230476736546681,,
aθeɾβiðad,spanish,aθeɾβiðad,-4.240291164800807,,
ɐsɨɾəbidadɨ,portuguese,ɐsɨɾəbidadɨ,-4.0731536215806585,,
atʃerb,romanian,atʃerb,-10.669967206241788,,
asɛʁb,french,asɛʁb,-6.244560056134955,,
atʃɛrbo,italian,atʃɛrbo,-7.272418187302277,,
aθeɾβo,spanish,aθeɾβʊm,-2.9931876097047034,aθeɾβʊmʊm,-3.036554268074246
ɐsɛɾəbʊ,portuguese,ɐsɛɾəbʊ,-7.944257035086567,,
tʃɛrnia,italian,tʃɛrnia,-1.5094379124341002,,
ɐsɨɾəvɐsɐ̃ʊ̃,portuguese,ɐsɨɾəvɐsɐ̃ʊ̃,-2.1094379124341005,,
aθeɾβaɾ,spanish,aθeɾβaɾ,-1.9373994539038122,,
ɐseɾəvʊ,portuguese,ɐseɾəvʊ,-3.196942109384559,,
atʃetabul,romanian,atʃetabul,-3.4129410232474404,,
asetabyl,french,asatabyl,-3.960880059613578,asetabyl,-4.050282156334212
atʃetabolo,italian,atʃetabolo,-3.7966622264967635,,
ɐsɨtabulʊ,portuguese,ɐsɨtabulʊ,-4.3577063687113595,,
otset,romanian,otset,-5.629639423008908,aʊtset,-5.796049774853319
atʃeto,italian,atʃeto,-5.35421702257428,,
aθeðo,spanish,aθeðaʊesʊm,-6.370140096546357,aθeðʊmer,-6.504948919487136
ɐzedʊ,portuguese,ɐzedʊ,-10.262914143216674,,
aɡat,french,aɡat,-3.4650583350462822,,
aɡata,italian,aɡata,-2.836554268074246,aɡataa,-3.576619782096783
aɣata,spanish,aɣata,-3.752844999948401,,
aɡɐtɐ,portuguese,aɡɐtɐ,-3.9850619642920178,,
atsə,romanian,atsə,-2.6257286443082553,,
atʃʃa,italian,atʃʃa,-2.3257286443082554,,
ɐsikulɐ,portuguese,ɐsikulɐ,-1.9568932485848132,,
atʃidita,italian,atʃidita,-2.65805020110221,,
ɐsididadɨ,portuguese,ɐsididadɨ,-3.0580502011022097,,
asje,french,asja,-5.60793315448346,asga,-5.60793315448346
atʃʃaio,italian,atʃʃaio,-6.785086479169423,,
aθ,spanish,aθ,-15.941642422609306,,
aʃ,portuguese,aʃ,-6.298317366548037,,
atʃino,italian,atʃino,-2.5025850929940456,,
asinʊ,portuguese,asinʊ,-2.4525850929940454,,
akonito,italian,akʊmnitʊm,-1.9674272846537388,akonitʊm,-2.029441541679836
ɐkonitʊ,portuguese,ɐkonctʊ,-2.239322896216079,ɐkonitʊ,-2.2824021804087566
akjɛse,french,akjɛsa,-2.5361489371491093,akjɛsaa,-2.7309098766265283
ɐkiɨseɹ,portuguese,ɐkiɨseɹ,-2.737409780006119,,
akeʁiʁ,french,akeʁiʁ,-4.8425663256214,akaʁiʁ,-4.860547473889772
akkwizire,italian,akkwizire,-5.19406209427044,akkwizirea,-5.240316050866521
adkiɾiɾ,spanish,adkiɾiɾ,-3.6028890062584136,,
ɐdkiɾiɹ,portuguese,ɐdkiɾiɹ,-4.2462553162475105,,
akizitsje,romanian,akizitsje,-4.367383521085972,aklizitsje,-5.103207157033906
akizisjɔ̃,french,akizisjɔ̃,-4.206956283824786,akizisliɔ̃,-4.439277840618741
akkwizitsione,italian,akkwizitsiʊmne,-5.451101874081431,akkwizitsione,-5.484722066255677
adkisiθjon,spanish,adkisiθliʊmn,-4.597375153658529,adkisiθjʊmn,-4.898027550675101
ɐkizisɐ̃ʊ̃,portuguese,ɐkizisɐ̃ʊ̃,-5.356037849046985,,
akʁimoni,french,akʁimoni,-3.988879454113936,akʁimaʊni,-4.262023005428146
akrimɔnia,italian,akrimɔnia,-3.3274422054196595,akrimɔniaa,-3.789751784487693
akɾimonja,spanish,akɾimʊmnja,-2.923565645063876,akɾimʊmnlia,-3.3367552700238017
ɐkɹimonjɐ,portuguese,ɐkɹimonjɐ,-4.223120206758546,,
akʁəte,french,akʁəta,-2.787463365430015,akʁətaa,-2.9822243049074344
ɐkɹidadɨ,portuguese,ɐkɹidadɨ,-3.1134107167600362,,
akɾitud,spanish,akɾitud,-2.3294415416798357,,
ɐkɹitudɨ,portuguese,ɐkɹitudɨ,-2.379441541679836,ɐkɹqʊtudɨ,-2.7861164856185683
ɐkɹuɐ̃mɐ,portuguese,ɐkɹuɐ̃mɐ,-2.0094379124341004,,
akta,spanish,akta,-1.9572749131897207,,
atɐ,portuguese,atɐ,-2.257274913189721,,
ɐteɪɐ,portuguese,ɐteɪɐ,-1.9417594692280549,,
aktif,french,aktif,-4.224541934925921,,
attivo,italian,aptivʊm,-3.020975038962389,attivʊm,-3.2329667053340545
aktiβo,spanish,aktiβʊm,-3.3164819653993147,aktiβʊma,-3.9006551163315195
ɐtivʊ,portuguese,ɐtivʊ,-4.797729800406887,,
aktor,romanian,aktor,-4.369534679297994,aktaʊr,-4.9298773293731735
aktœʁ,french,aktœʁ,-5.288752796876698,,
attore,italian,aptore,-5.942252041109413,attore,-6.0832298589656215
aktoɾ,spanish,aktoɾ,-4.946155285575668,aktaʊɾ,-5.156497935650847
ɐtoɹ,portuguese,ɐtoɹ,-8.904875263868018,,
aktʁis,french,aktʁis,-3.803472125562914,,
attritʃe,italian,attritʃe,-4.8494143877389515,,
aktɾiθ,spanish,aktɾiθ,-4.221791369540393,,
ɐtɹiʃ,portuguese,ɐtɹiʃ,-4.6579678580317285,,
aktyɛl,french,aktyɛl,-4.100463095269777,,
attuale,italian,aptuale,-3.8632328412587142,aptualea,-3.876619698181998
ɐtuɑl,portuguese,ɐtuɑl,-3.82810504861203,,
aktyɛʁ,french,aktyɛʁ,-3.838978795660477,,
attuario,italian,aptuariʊm,-3.512645604353545,attuariʊm,-3.5500841623698722
aktwaɾjo,spanish,aktwaɾjʊm,-3.3397887535335116,aktwaɾliʊm,-3.496272233935962
attuare,italian,aptuare,-3.2095444974393166,aptuarea,-3.2380676755521924
aktwaɾ,spanish,aktwaɾ,-3.5052380619453896,,
ɐtuaɹ,portuguese,ɐtuaɹ,-3.4552380619453897,,
akt,romanian,akt,-3.836951778462991,,
akt,french,akt,-3.836951778462991,,
atto,italian,aptʊm,-3.9981664371784267,attʊm,-4.145887588058009
akto,spanish,aktʊm,-3.3726976998245264,aktʊma,-4.363198907449281
atʊ,portuguese,atʊ,-6.211857533036663,,
akar,romanian,akar,-1.7094379124341004,,
akulew,romanian,akulew,-4.823838253059565,,
eɡlɑ̃tje,french,aɡlɑ̃tjaer,-9.299410833457632,aɡlɑ̃tgaes,-9.299410833457632
akuleo,italian,akuleʊma,-3.964851456101283,akuleoa,-4.3592162733650115
akuleo,spanish,akuleʊma,-3.964851456101283,akuleʊm,-4.399937229485996
ɐkuliʊ,portuguese,ɐkuliʊ,-7.098574939521328,,
akume,italian,akumea,-1.9105730573754531,akumeʊm,-1.960573057375453
akumen,spanish,akumen,-2.089214805378768,,
akuminare,italian,akuminarea,-2.3709342316622424,akuminare,-2.4702635362000906
ɐkuminaɹ,portuguese,ɐkuminaɹ,-2.3149030205422645,,
ak,romanian,ak,-3.70805020110221,,
aɡo,italian,aɡʊm,-2.745732273553991,aɡoa,-3.033414346005772
aðekwaθjon,spanish,aðekwaθjʊmn,-1.8512073253103953,aðekwaθliʊmn,-1.9012073253103954
aðekwaɾ,spanish,aðekwaɾ,-1.9373994539038122,,
djamant,romanian,djamant,-5.999432716757159,,
ɛmɑ̃,french,ɛmɑ̃,-8.745364068382933,,
adamante,italian,adamante,-5.195249660307907,adamantea,-5.386104031450156
aðamante,spanish,aðamante,-5.977353112078967,,
ɐdɐmɐ̃ŋtɨ,portuguese,ɐdɐmɐ̃ŋtɨ,-7.570282391431033,,
aðamaɾ,spanish,aðamaɾ,-1.8094379124341002,,
adəwɡa,romanian,adəwɡa,-1.2094379124341001,,
addetʃimare,italian,addetʃimare,-1.8094379124341002,,
addire,italian,addireaa,-2.6957322735539906,addiream,-2.6957322735539906
aðikaɾ,spanish,aðikaɾ,-3.601197381662155,,
adiktsie,romanian,adiktslie,-4.525949901637431,adiktsie,-4.623745292664706
adiksjɔ̃,french,adiksliɔ̃,-3.7614804799258215,adiksjɔ̃,-4.104523068035428
aðikθjon,spanish,aðikθjʊmn,-5.131216001796276,aðikθliʊmn,-5.286576517454103
ɐdisɐ̃ʊ̃,portuguese,ɐdisɐ̃ʊ̃,-5.731848759172559,,
adikt,french,adikt,-3.7232275066450145,,
addetto,italian,addeptʊm,-3.415755920445067,addettʊm,-3.665755920445067
aðikto,spanish,aðiktʊm,-3.8306353792579806,aðiktʊma,-4.516415633276044
ɐditʊ,portuguese,ɐditʊ,-4.769558923440191,ɐdqʊtʊ,-5.613247333222013
aðitamɛnto,spanish,aðitamɛntʊm,-2.3422059522696115,aðitamɛntʊma,-2.5635984385313764
ɐditɐmeɪŋtʊ,portuguese,ɐditɐmeɪŋtʊ,-3.105299635716681,ɐdctɐmeɪŋtʊ,-3.425844494184294
adisjɔ̃,french,adisliɔ̃,-4.095845985749733,adisjɔ̃,-4.163629021406117
additsione,italian,additsiʊmne,-4.978984432764452,additsiʊmnea,-4.993804760640808
aðiθjon,spanish,aðiθliʊmn,-5.110635294096255,aðiθjʊmn,-5.859142990314027
aðiɾ,spanish,aðiɾ,-2.6257286443082553,,
ɐdiɹ,portuguese,ɐdiɹ,-3.095732273553991,,
adormʲi,romanian,adaʊrmʲliid,-4.665794859897044,adaʊrmʲliia,-4.665794859897044
addormire,italian,addormire,-4.7051701859880914,addormirea,-4.77745078264927
aðoɾmiɾ,spanish,aðoɾmiɾ,-4.70647654562389,aðaʊɾmiɾ,-4.75647654562389
ɐduɾəmiɹ,portuguese,ɐduɾəmiɹ,-5.067689115485866,,
aðoɾmeθeɾ,spanish,aðaʊɾmeθeɾ,-3.394194994235104,aðʊmɾmeθeɾ,-3.4725478707221513
ɐduɾəmɨseɹ,portuguese,ɐduɾəmɨseɹ,-3.2356957615494712,,
adire,italian,adire,-2.60805020110221,adirea,-2.644522437723423
adespoto,italian,adespotʊm,-1.1094379124341003,adespaʊtʊm,-1.1594379124341003
addjatʃʃo,italian,addjatʃʃo,-1.7094379124341001,,
ɐdiɐ̃ŋtʊ,portuguese,ɐdiɐ̃ŋtʊ,-1.9094379124341003,,
adipe,italian,adipe,-1.8425823589626382,adipea,-1.8674937731827752
adipɨ,portuguese,adipɨ,-1.671956841931875,,
adito,italian,aditʊm,-1.3917594692280548,adito,-1.671956841931875
aditʊ,portuguese,adctʊ,-1.2594379124341004,aditʊ,-1.5094379124341002
adʒydikasjɔ̃,french,adʒydikasjɔ̃,-4.05154738910355,adʒydikasliɔ̃,-4.211935230413863
adʒʒudikatsione,italian,adʒʒudikatsiʊmne,-5.11778098966255,adʒʒudikatsiʊmnea,-5.243638973288714
aðxuðikaθjon,spanish,aðxuðikaθjʊmn,-5.342466673726502,aðxuðikaθliʊmn,-5.480675267738386
ɐdʒudikɐsɐ̃ʊ̃,portuguese,ɐdʒudikɐsɐ̃ʊ̃,-5.1051715473707056,,
adʒudeka,romanian,adʒudeka,-3.741745723122643,,
adʒyʒe,french,adʒyʒa,-5.202915372610714,adʒyʒaa,-5.268843440245165
adʒʒudikare,italian,adʒʒudikare,-4.8798610785896805,adʒʒudikarea,-4.980218633457214
aðxuðikaɾ,spanish,aðxuðikaɾ,-6.0304869120526785,,
ɐdʒudikaɹ,portuguese,ɐdʒudikaɹ,-4.514348045214975,,
adʒɔ̃ksjɔ̃,french,adʒɔ̃ksjɔ̃,-3.6978008558540303,adʒɔ̃ksliɔ̃,-3.74780085585403
adʒʒuntsione,italian,adʒʒuntsione,-4.023814411416263,adʒʒuntsionea,-4.118563096514324
ɐdʒũŋsɐ̃ʊ̃,portuguese,ɐdʒũŋsɐ̃ʊ̃,-3.806745619091321,,
adʒʒunto,italian,adʒʒuntʊm,-2.3903717578961645,adʒʒuntʊma,-2.781298344866758
aðxunto,spanish,aðxuntʊm,-3.1657359027997263,aðxuntʊma,-3.5848333667370165
ɐdʒũŋtʊ,portuguese,ɐdʒũŋtʊ,-4.151398383611712,,
aʒuŋdʒe,romanian,aʒuŋdʒe,-6.559918278226516,,
adʒwɛ̃dʁ,french,adʒwɛ̃dʁ,-5.510539251635489,,
adʒʒundʒere,italian,adʒʒundʒerea,-4.226668675855876,adʒʒundʒere,-4.227419495793873
ɐdʒũŋʒiɹ,portuguese,ɐdʒũŋʒiɹ,-5.573728509556964,,
adʒyʁasjɔ̃,french,adʒyʁasjɔ̃,-2.8763993397704066,adʒyʁasliɔ̃,-2.9263993397704064
ɐdʒuɾɐsɐ̃ʊ̃,portuguese,ɐdʒuɾɐsɐ̃ʊ̃,-3.07103882411258,,
ɐdʒuɾɐdoɹ,portuguese,ɐdʒuɾɐdoɹ,-1.9594379124341001,,
adʒyʁe,french,adʒyʁa,-1.3334905611040788,adʒyʁaa,-1.5282515005814985
aʒutor,romanian,aʒutor,-1.4594379124341004,aʒutaʊr,-1.8594379124341003
adjuvare,italian,adjuvarea,-1.4772209480904839,adjuvareʊm,-1.527220948090484
adminikulo,spanish,adminikulʊm,-1.8357856219715374,adminikulʊma,-2.06150649473414
ɐdminikulʊ,portuguese,ɐdminikulʊ,-2.3344757714296493,,
administʁe,french,administʁa,-2.423002813962282,administʁaa,-2.5630636378804628
amministrare,italian,amministrare,-3.8307008828663296,amministrarea,-4.026552825979838
administɾaɾ,spanish,administɾaɾ,-2.823002813962282,,
ɐdminiʃtɹaɹ,portuguese,ɐdminiʃtɹaɹ,-3.7518655202844853,,
admiɾabil,romanian,admiɾablil,-2.8480008707328004,admiɾabil,-2.8938501909055425
admiʁabl,french,admiʁapla,-2.6392669719798025,admiʁabl,-2.7395620020869362
ammirabile,italian,ammirabile,-3.7409033930112385,ammirabilea,-3.7861284207420463
admiɾaβle,spanish,admiɾaβle,-3.370169119255751,,
ɐdmiɾɐbilidadɨ,portuguese,ɐdmiɾɐbilidadɨ,-2.7068932485848136,,
ɐdmiɾɐdoɹ,portuguese,ɐdmiɾɐdoɹ,-1.9594379124341001,,
ɐdmisoɹ,portuguese,ɐdmisoɹ,-1.8594379124341003,,
admonɛste,french,admaʊnɛsta,-3.386848027625804,admaʊnɛstaa,-3.418532662340807
ammonire,italian,ammʊmnireaa,-4.694581709766673,ammʊmniream,-4.694581709766673
amonestaɾ,spanish,amʊmnestaɾ,-4.837519270312953,amaʊnestaɾ,-5.119522432790936
ɐdmuɨʃtaɹ,portuguese,ɐdmuɨʃtaɹ,-5.774795502670459,,
admonisjɔ̃,french,admaʊnisliɔ̃,-3.776760604637501,admaʊnisjɔ̃,-3.8055414824906153
ammonitsione,italian,ammʊmnitsiʊmne,-4.681441091285247,ammʊmnitsione,-4.705435752588912
admoniθjon,spanish,admʊmniθjʊmn,-3.550471084409909,admaʊniθjʊmn,-3.6911709665130443
ɐdmunisɐ̃ʊ̃,portuguese,ɐdmunisɐ̃ʊ̃,-4.392194379425765,,
annodare,italian,annodarea,-1.7272209480904839,annodareʊm,-1.777220948090484
annuire,italian,annuire,-3.5707701325495407,annuirea,-3.6106699976445245
anwiɾ,spanish,anwiɾ,-3.412678447526593,,
ɐnuiɹ,portuguese,ɐnuiɹ,-3.412678447526593,,
adja,romanian,adja,-1.1094379124341003,,
ɐdulɨseɹ,portuguese,ɐdulɨseɹ,-2.0984484573788516,,
adoʁasjɔ̃,french,adaʊʁasliɔ̃,-4.830761236681916,adoʁasjɔ̃,-4.897815321345083
adoratsione,italian,adaʊratsiʊmne,-5.230680295336058,adaʊratsiʊmnea,-5.344708383929017
aðoɾaθjon,spanish,aðaʊɾaθliʊmn,-5.496776169006715,aðaʊɾaθjʊmn,-5.600245262984572
ɐduɾɐsɐ̃ʊ̃,portuguese,ɐduɾɐsɐ̃ʊ̃,-6.222873183125929,,
aðoɾnaɾ,spanish,aðʊmɾnaɾ,-1.9094379124341003,aðoɾnaɾ,-2.1925823589626385
adoɾa,romanian,adoɾa,-4.100317635606166,adaʊɾa,-4.150317635606166
adoʁe,french,adaʊʁaa,-4.6556477525852165,adoʁaa,-4.827548295659829
adorare,italian,adaʊrare,-5.4316989754870875,adaʊrarea,-5.605599876628487
aðoɾaɾ,spanish,aðaʊɾaɾ,-5.461718489590834,aðoɾaɾ,-5.633619032665447
ɐduɾaɹ,portuguese,ɐduɾaɹ,-5.416470426674868,,
adylasjɔ̃,french,adylasjɔ̃,-3.70055207101235,adylasliɔ̃,-3.75055207101235
aðulaθjon,spanish,aðulaθliʊmn,-4.475212630388072,aðulaθjʊmn,-4.860530701645918
ɐdulɐsɐ̃ʊ̃,portuguese,ɐdulɐsɐ̃ʊ̃,-4.586459851129906,,
adylatœʁ,french,adylatœʁ,-4.882227636623437,,
adulatore,italian,adulatʊmre,-4.542661497286124,adulatʊmrea,-4.552983496010535
aðulaðoɾ,spanish,aðulaðoɾ,-5.598317366548037,aðulaðʊmɾ,-5.657965959663867
ɐdulɐdoɹ,portuguese,ɐdulɐdoɹ,-5.464308657301665,,
adolɛsɑ̃s,french,adolɛsɑ̃s,-4.754134745528801,adaʊlɛsɑ̃s,-5.091816817980582
adoleʃɛntsa,italian,adaʊleʃɛntsa,-4.423040930557814,adoleʃɛntsaa,-4.423753216671533
aðolesθɛnθja,spanish,aðolesθɛnθja,-4.933120966675133,aðaʊlesθɛnθja,-5.14933997681767
ɐdulɨseɪŋsjɐ,portuguese,ɐdulɨseɪŋsjɐ,-4.9981761395424815,,
adyle,french,adyla,-3.5335701567201943,adylaa,-3.7541956737509574
adulare,italian,adulare,-4.013917313109486,adularea,-4.171600213860854
aðulaɾ,spanish,aðulaɾ,-4.286754392955425,,
ɐdulaɹ,portuguese,ɐdulaɹ,-3.8794007101593926,,
avutʁ,french,avutʁ,-4.289080456063491,,
aðulteɾo,spanish,aðulteɾʊm,-3.5019375900810736,aðulteɾʊma,-3.8024134886280017
ɐdultɨɾʊ,portuguese,ɐdultɨɾʊ,-3.6345194387896935,,
adulterino,italian,adulterinʊm,-1.4614019022838018,adulterinʊma,-1.6878925387669634
aðulteɾino,spanish,aðulteɾinʊm,-1.724350876624605,aðulteɾinʊma,-1.9519442922226136
adylteʁe,french,adyltaʁa,-3.3984072821104543,adylteʁaa,-3.491066212768599
adulterare,italian,adulterare,-3.7264826172196264,adulterarea,-3.7275624569585206
aðulteɾaɾ,spanish,aðulteɾaɾ,-3.763211707365358,,
ɐduwtɨɾaɹ,portuguese,ɐduwtɨɾaɹ,-4.421116436102893,,
