ROMANIAN	FRENCH	ITALIAN	SPANISH	PORTUGUESE	LATIN-CORRECT
-	aljenasjɔ̃	alienatsione	aljenaθjon	ɐlienɐsɐ̃ʊ̃	alɪenatɪonɛm
-	-	-	aljenixeno	-	alɪenɪɡɛnʊm
-	aljene	alienare	enaxenaɾ	ɐʎiaɹ	alɪenarɛ
-	-	aliɛno	axeno	ɐʎeɪʊ	alɪenʊm
-	-	-	alɣjen	ɑlɡeɪŋ	alɪkwɛm
-	-	allakrimare	-	-	allakrɪmarɛ
alətra	-	-	-	-	allatrarɛ
-	-	alitʃe	-	-	allek
ajepta	aleʃe	allettare	-	-	allɛktarɛ
aleɡatsje	aleɡasjɔ̃	alleɡatsione	aleɣaθjon	ɐlɨɡɐsɐ̃ʊ̃	alleɡatɪonɛm
aleɡa	aleɡe	alleɡare	aleɣaɾ	ɐlɨɡaɹ	allɛɡɛrɛ
-	-	alleɡoridzzare	-	-	alleɡɔrizzarɛ
-	-	allevjare	aliβjaɾ	ɐliviaɹ	allɛwɪarɛ
-	-	allevare	-	-	allɛwarɛ
-	alwe	allokare	alokaɾ	ɐlukaɹ	allɔkarɛ
-	alokysjɔ̃	allokutsione	alokuθjon	ɐlukusɐ̃ʊ̃	allɔkutɪonɛm
-	-	alludere	aluðiɾ	ɐludiɹ	alludɛrɛ
-	-	-	almo	-	almʊm
anin	-	alno	alno	-	alnʊm
-	-	-	-	ɐlimeɪŋtaɹ	alɛrɛ
-	-	-	alfaβeto	-	alpʰabetʊm
-	otɛl	altare	altaɾ	ɑltaɹ	altarɛm
-	altɛʁkasjɔ̃	alterkatsione	alteɾkaθjon	ɑltɨɾəkɐsɐ̃ʊ̃	altɛrkatɪonɛm
-	altɛʁke	alterkare	alteɾkaɾ	ɑltɨɾəkaɹ	altɛrkari
-	-	alternatsione	alteɾnaθjon	-	altɛrnatɪonɛm
-	-	-	alteɾnaɾ	-	altɛrnarɛ
-	-	-	alteɾno	-	altɛrnʊm
-	-	altɛa	altea	ɑlteɪɐ	altʰaɪam
-	-	altissimo	altisimo	-	altɪssɪmʊm
altitudʲine	altityd	altitudine	altitud	ɑltitudɨ	altɪtudɪnɛm
-	alysine	-	aluθinaɾ	-	alukɪnari
-	alœ̃	-	-	-	alʊm
-	-	alunno	alumno	ɐlunʊ	alʊmnʊm
-	-	-	alβeaɾjo	-	alwɛarɪʊm
albje	oʒ	alveo	alβeo	aʊviʊ	alwɛʊm
-	-	alvo	-	-	alwʊm
-	-	-	amaβiliðad	-	amabɪlɪtatɛm
amalɡam	-	amalɡama	amalɣama	ɐmaʊɡɐmɐ	amalɡama
amant	amɑ̃	amante	amante	ɐmɐ̃ŋtɨ	amantɛm
-	-	amanuɛnse	amanwɛnse	ɐmɐnueɪŋsɨ	amanʊensɛm
aməɾɨ	ameʁize	amaredʒʒare	amaɾɣaɾ	ɐmɐɾəɡaɹ	amarɪkarɛ
aməɾeatsə	-	amaretssa	-	-	amarɪtɪɛm
-	amɛʁtym	amaritudine	-	-	amarɪtudɪnɛm
-	-	amarulɛnto	-	-	amarʊlɛntʊm
-	-	amazio	-	-	amasɪʊm
amator	-	amatore	amaðoɾ	ɐmɐdoɹ	amatorɛm
-	-	amatɔrio	amatoɾjo	ɐmɐtɔɾjʊ	amatorɪʊm
-	ɑ̃baʒ	-	ambaxes	ɐ̃mbaʒɨʃ	ambaɡɛm
-	ɑ̃biɡyite	ambiɡwita	ambiɣueðad	ɐ̃mbiɡwidadɨ	ambɪɡwɪtatɛm
-	-	ambito	ambito	ɐ̃mbitʊ	ambitʊm
ambij	-	ambo	ambos	ɐ̃mbʊʃ	ambos
-	ɑ̃bʁwazi	ambrɔzia	-	-	ambrɔsɪam
umbla	ale	andare	andaɾ	ɐ̃ŋdaɹ	ambʊlarɛ
-	-	amente	amɛnte	-	amɛntɛm
-	-	amɛntsa	-	-	amɛntɪam
-	-	-	-	ɐmeɪŋtaɹ	amɛntarɛ
-	-	amento	amɛnto	ɐmeɪŋtʊ	amɛntʊm
-	-	-	anda	-	amɪtɛm
ametist	ametist	ametista	amatista	-	amɛtʰystam
amikə	ami	amika	amiɣa	ɐmiɡɐ	amikam
amikal	amikal	amikale	amikal	-	amikalɛm
amitʃitsje	-	amitʃitsia	amiθiθja	ɐmisisjɐ	amikɪtɪam
-	amikt	amitto	-	ɐmitʊ	amɪktʊm
-	amnikɔl	-	-	-	amnɛm
-	ɛme	amare	amaɾ	ɐmaɹ	amarɛ
-	amenite	amenita	ameniðad	ɐmenidadɨ	amɔɪnɪtatɛm
-	amɛn	amɛno	ameno	ɐmenʊ	amɔɪnʊm
amovibil	amovibl	amovibile	amoβeɾ	ɐmuveɹ	amɔwerɛ
-	-	-	amfiβɾako	-	ampʰɪbrakʰyn
-	ɑ̃plifikasjɔ̃	-	amplifikaθjon	ɐ̃mplifikɐsɐ̃ʊ̃	amplɪfɪkatɪonɛm
amplifika	ɑ̃plifje	amplifikare	amplifikaɾ	ɐ̃mplifikaɹ	amplɪfɪkarɛ
-	ɑ̃plityd	-	-	ɐ̃mplidɐ̃ʊ̃	amplɪtudɪnɛm
amplu	ɑ̃pl	ampio	antʃo	ɐ̃ŋʃʊ	amplʊm
-	ɑ̃pul	ampolla	ampoʎa	-	ampʊllam
-	-	mɔrkia	amuɾka	ɐmuɾəkɐ	amʊrkam
miɡdala	amiɡdal	amiɡdala	-	ɐmiɡdɐlɐ	amyɡdalʊm
-	-	anakronizmo	-	-	anakʰrɔnɪsmʊm
anal	anal	anale	anal	ɐ̃nɑl	analɛm
-	-	analizi	analisis	-	analysɛm
-	anaʁʃi	anarkia	anaɾkia	ɐnɐɾəkiɐ	anarkʰɪam
-	-	anatra	anaðe	adeɪŋ	anatɛm
-	-	-	-	ɐ̃ŋsipitɨ	aŋkɪpɪtɛm
-	anemɔn	anɛmone	-	-	anɛmonen
-	anɛt	aneto	aneto	ɐnetʊ	anetʰʊm
-	-	aŋɡeria	-	-	aŋɡarɪam
-	ɑ̃ʒelik	andʒɛliko	aŋxeliko	ɐ̃ŋʒɛlikʊ	aŋɡɛlɪkʊm
-	ɑ̃ɡlɛ	iŋɡleze	-	-	aŋɡlensɛm
-	-	-	aŋɡoɾ	-	aŋɡorɛm
-	-	-	aŋɡulaɾ	ɐ̃ŋɡulaɹ	aŋɡʊlarɛm
-	-	anɡɔʃa	aŋɡoxa	-	aŋɡʊstɪam
ɨŋɡusta	-	-	aŋɡostaɾ	-	aŋɡʊstarɛ
ɨŋɡust	ɑ̃ɡi	aŋɡusto	aŋɡosto	ɐ̃ŋɡuʃtʊ	aŋɡʊstʊm
-	-	-	aljɛnto	ɐleɪŋtʊ	anhelɪtʊm
-	anele	anelare	anelaɾ	-	anhelarɛ
animal	animal	animale	animal	ɐnimɑl	anɪmal
-	-	-	animalkulo	-	anɪmalkʊlʊm
-	animozite	-	-	-	anɪmosʊm
-	-	animo	animo	ɐnimuʃ	anɪmʊm
-	anis	-	anis	-	anisʊm
anale	anal	annali	anal	ɐ̃nɑl	annalɛm
aneɡza	anɛks	annɛsso	anexo	ɐnɛksʊ	annɛksʊm
-	-	-	aɲexo	ɐneʎʊ	annɪkʊlʊm
-	anjilasjɔ̃	annikilatsione	anikilaθjon	ɐnikilɐsɐ̃ʊ̃	annɪhɪlatɪonɛm
-	anjile	annikilare	anikilaɾ	ɐnikilaɹ	annɪhɪlarɛ
-	anɔn	annona	anona	-	annonam
-	-	annonario	-	-	annonarɪʊm
-	-	annozita	-	-	annosɪtatɛm
-	-	annozo	aɲoso	ɐnozʊ	annosʊm
-	anotasjɔ̃	annotatsione	anotaθjon	ɐnutɐsɐ̃ʊ̃	annɔtatɪonɛm
nɔaten	ɑ̃tnwa	annotino	-	ɐnutinʊ	annotɪnʊm
anula	anyle	annullare	anulaɾ	-	annullarɛ
-	-	noverare	-	-	annʊmɛrarɛ
-	anɔ̃se	annuntʃare	anunθjaɾ	ɐnũŋsiaɹ	annuntɪarɛ
-	-	annuo	anwo	ɐ̃nuʊ	annʊʊm
-	-	anodino	anoðino	ɐnɔdinʊ	anodynɔn
-	-	anɔmalo	anomalo	ɐnɔmɐlʊ	anomalɔn
anormal	-	-	anoɾmal	ɐnuɾəmɑl	anormalʊm
-	ɑ̃s	ansa	asa	azɐ	ansam
-	-	-	ansaɾ	-	ansɛrɛm
-	-	-	-	ɐ̃ŋsɨɾinʊ	ansɛrinʊm
-	-	azola	-	-	ansʊlam
-	-	anta	-	ɐ̃ŋtɐ	antas
-	ɑ̃tesede	antetʃedere	anteθeðeɾ	ɐ̃ŋtɨsɨdeɹ	antɛkedɛrɛ
-	ɑ̃tesɛsœʁ	antetʃessore	anteθesoɾ	ɐ̃ŋtɨsɨsoɹ	antɛkɛssorɛm
-	-	antemurale	-	-	antɛmuralɛ
-	-	antenato	-	-	antɛnatʊm
antenə	ɑ̃tɛn	antenna	antena	ɐ̃ŋtenɐ	antɛnnam
-	ɑ̃tepoze	antepɔrre	anteponeɾ	ɐ̃ŋtɨpoɹ	antɛponɛrɛ
-	-	-	anteβeniɾ	-	antɛwɛnirɛ
-	ɑ̃tisipe	antitʃipare	antiθipaɾ	-	antɪkɪparɛ
-	-	antirrino	-	-	antɪrrhinɔn
antiste	-	-	antistite	ɐ̃ŋtiʃtitɨ	antɪstɪtɛm
-	-	antiteto	-	-	antɪtʰɛtɔn
-	-	anteko	-	-	antɔɪkʊm
-	ɑ̃tʁ	antro	antɾo	-	antrʊm
-	anylɛʁ	anulare	anulaɾ	-	anʊlarɛm
anus	anys	ano	ano	ɐ̃nuʃ	anʊm
-	-	-	-	ɐ̃ŋsiɨdadɨ	aŋksɪɛtatɛm
-	-	-	ansjaɾ	-	aŋksɪarɛ
-	uvʁiʁ	aprire	aβɾiɾ	ɐbɹiɹ	apɛrirɛ
-	apɛks	apitʃe	apiθe	apisɨ	apɪkɛm
-	apje	apjario	apjaɾjo	ɐpiaɾjʊ	apɪarɪʊm
-	abɛj	pekkia	aβexa	ɐbeʎɐ	apɪkʊlam
-	-	appio	apjo	aɪpʊ	apɪʊm
-	-	pula	-	-	apludam
apokalips	apokalips	apokalisse	apokalipsis	ɐpukɐlipsɨ	apɔkalypsɛm
-	-	apoditɛrio	-	-	apɔdyterɪʊm
-	apɔstola	-	-	-	apɔstɔlatʊm
-	apotʁ	apɔstolo	apostol	ɐpɔʃtulʊ	apɔstɔlʊm
-	butik	botteɡa	botika	butikɐ	apɔtʰekam
-	apozɛm	-	-	-	apɔzzɛma
apaɾat	apaʁa	appaɾato	apaɾato	-	apparatʊm
apaɾent	apaʁɑ̃	apparɛnte	apaɾɛnte	ɐpɐɾeɪŋtɨ	apparɛntɛm
apəɾea	apaʁwaʁ	apparire	apaɾiɾ	ɐpɐɾaɹ	apparerɛ
-	-	-	apaɾeθeɾ	ɐpɐɾɨseɹ	appareskɛrɛ
-	apaʁisjɔ̃	-	apaɾiθjon	-	apparɪtɪonɛm
-	apaʁitœʁ	-	-	-	apparɪtorɛm
apəɾa	apaʁɛje	appaɾare	apaɾaɾ	ɐpɐɾaɹ	appararɛ
-	-	-	apeʎiðaɾ	ɐpɨlidaɹ	appɛllɪtarɛ
apela	aple	appellare	apelaɾ	ɐpɨlaɹ	appɛllarɛ
-	apɑ̃dʁ	appɛndere	apendeɾ	-	appɛndɛrɛ
-	-	appartenɛre	-	-	appɛrtɪnerɛ
-	-	-	-	ɐpɨtisɐ̃ʊ̃	appɛtitɪonɛm
-	-	applauzo	aplaʊso	ɐplaʊzʊ	applaʊsʊm
apune	apoze	appɔrre	aponeɾ	ɐpoɹ	apponɛrɛ
-	apɔʁte	apportare	apoɾtaɾ	-	appɔrtarɛ
-	-	appɔsto	apwesto	ɐpoʃtʊ	appɔsɪtʊm
-	-	apprɛndere	-	-	apprɛhɛndɛrɛ
-	apʁeɑ̃sjɔ̃	apprensione	apɾeensjon	ɐpɹieɪŋsɐ̃ʊ̃	apprɛhɛnsɪonɛm
-	apʁobasjɔ̃	approvatsione	apɾoβaθjon	ɐpɹuvɐsɐ̃ʊ̃	apprɔbatɪonɛm
apropia	apʁoʃe	approtʃʃare	-	-	apprɔpɪarɛ
-	apʁɔpʁiasjɔ̃	appropriatsione	-	ɐpɹupɹiɐsɐ̃ʊ̃	apprɔprɪatɪonɛm
-	apʁoksime	-	-	-	apprɔksɪmarɛ
apriɡ	abʁi	apriko	aβɾiɣo	ɐpɹikʊ	aprikʊm
-	-	-	ataɾ	ɐtaɹ	aptarɛ
apa	o	akkwa	aɣwa	aɡwɐ	akwam
-	-	akkwatssone	-	-	akwatɪonɛm
-	-	-	aɣwaðoɾ	-	akwatorɛm
-	-	akwifoʎo	-	ɐzɨviɲʊ	akwɪfɔlɪʊm
-	akilɛ̃	akwilino	akilino	ɐkilinʊ	akwɪlinʊm
aɾabil	aʁabl	aɾabile	aɾaβle	ɐɾavɛl	arabɪlɛm
ryje	aʁɛɲe	aɾaɲɲa	aɾaɲa	ɐɾɐ̃ɲɐ	aranɛam
-	-	raɲɲo	raɲo	-	aranɛʊm
aɾat	aʁɛʁ	aɾatro	aɾaðo	ɐɾadʊ	aratrʊm
-	aʁbitʁ	arbitrio	aɾβitɾio	ɐɾəbitrjʊ	arbɪtrɪʊm
-	aʁbitʁe	-	aɾβitɾaɾ	-	arbɪtrari
-	-	-	-	ɐɾəbuɾɨseɹ	arbɔreskɛrɛ
arboɾet	-	arboreto	aɾβoleðo	ɐɾəvuɾedʊ	arbɔretʊm
-	-	arbɔreo	aɾβoɾeo	ɐɾəbɔɾiʊ	arbɔrɛʊm
-	aʁbystif	arbustivo	-	ɐɾəbuʃtivʊ	arbʊstiwʊm
-	aʁbuz	-	-	eɾəvɨdʊ	arbʊtʊm
arka	aʁʃ	arka	aɾka	aɾəkɐ	arkam
-	aʁkan	arkano	aɾkano	ɐɾəkɐ̃nʊ	arkanʊm
-	-	arkano	aɾkano	ɐɾəkɐ̃nʊ	arkanʊm
arhaŋɡel	aʁkɑ̃ʒ	arkandʒelo	aɾkaŋxel	ɐɾəkɐ̃ŋʒʊ	arkʰaŋɡɛlʊm
-	aʁketip	arkɛtipo	aɾketipo	ɐɾəkɛtipʊ	arkʰɛtypʊm
-	aʁʃvɛk	artʃiveskovo	aɾθoβispo	ɐɾəsɨbiʃpʊ	arkʰɪɛpɪskɔpʊm
arkar	aʁʃe	artʃɛre	aɾkeɾo	ɐɾəkeɪɾʊ	arkʊarɪʊm
-	aʁdy	arduo	aɾdwo	aɾəduʊ	ardʊʊm
-	-	areale	-	ɐɾiɑl	arɛalɛm
-	-	-	-	ɐɾəfaɹ	arɛfakɛrɛ
aɾinos	-	renozo	aɾenoso	ɐɾɨnozʊ	arenosʊm
-	-	areopadʒita	-	-	areɔpaɡiten
ardʒintos	-	-	aɾxentoso	ɐɾəʒeɪŋtozʊ	arɡɛntosʊm
ardʒint	aʁʒɑ̃	ardʒɛnto	aɾxɛnto	ɐɾəʒeɪŋtʊ	arɡɛntʊm
-	aʁʒil	ardʒilla	aɾxila	ɐɾəʒilɐ	arɡɪllam
-	-	-	aɾɣumentoso	-	arɡumɛntosʊm
-	aʁɡe	-	aɾɣuiɾ	ɐɾəɡwiɹ	arɡwɛrɛ
arɡutsje	aʁɡyti	arɡutsia	aɾɣuθja	ɐɾəɡusjɐ	arɡutɪam
aɾete	-	ariɛte	aɾjete	ɐɾiɨtɨ	arɪɛtɛm
-	-	-	aɾjetaɾ	-	arɪɛtarɛ
armɨnt	-	armamento	-	-	armamɛntʊm
armar	-	armadio	aɾmaɾjo	-	armarɪʊm
-	-	-	aɾmaθon	-	armatɪonɛm
armat	aʁme	armato	aɾmaðo	ɐɾəmadʊ	armatʊm
-	-	armento	-	ɐɾəmeɪŋtʊ	armɛntʊm
-	-	-	aɾmixeɾo	ɐɾəmiʒɨɾʊ	armɪɡɛrʊm
-	-	-	aɾmila	ɐɾəmilɐ	armɪllam
-	-	armipotɛnte	-	-	armɪpɔtɛntɛm
-	-	armizonante	-	-	armɪsɔnʊm
arma	aʁme	armare	aɾmaɾ	ɐɾəmaɹ	armarɛ
arm	aʁ	-	aɾmos	-	armʊm
-	aʁomatik	aromatiko	-	-	aromatɪkʊm
-	-	arpinate	-	-	arpinatɛm
-	aʁ	arra	aras	aʁɐʃ	arrham
-	-	-	aretʃaɾ	-	arrɪɡɛrɛ
-	aʁoʒe	arroɡare	aroɣaɾ	ɐʁuɡaɹ	arrɔɡarɛ
-	-	arsione	-	-	arsɪo
-	aʁmwaz	artemizia	aɾtemisja	-	artɛmɪsɪam
-	aʁtikylasjɔ̃	-	-	-	artɪkʊlatɪonɛm
-	-	-	aɾtikulaɾ	-	artɪkʊlarɛ
-	as	-	as	aʃ	assɛm
-	-	azaro	asaɾo	azɐɾʊ	asarʊm
-	ɛsɛl	aʃɛlla	-	-	askɛllam
-	asɑ̃dʁ	aʃɛndere	asθendeɾ	ɐseɪŋdeɹ	askɛndɛrɛ
-	asɑ̃sjɔ̃	aʃensione	asθensjon	ɐseɪŋsɐ̃ʊ̃	askensɪonɛm
-	asɑ̃sœʁ	-	-	-	askensorɛm
-	-	aʃa	-	aɾəʃɐ	askɪam
-	-	askrivere	aðskɾiβiɾ	-	askribɛrɛ
-	-	azeita	-	ɐseɪdadɨ	aseɪtatɛm
-	azjatik	-	-	-	asɪatɪkʊm
-	-	assillo	-	-	asilʊm
-	aspɛʁʒ	aspaɾaɡo	esparaɣo	ʃpaɾəɡʊ	asparaɡʊm
aʃtepta	aspɛkte	aspettare	-	-	aspɛktarɛ
-	aspɛkt	aspɛtto	aspekto	ɐʃpɛtʊ	aspɛktʊm
-	aspɛʁʒe	aspɛrdʒine	aspeɾxeɾ	ɐʃpɨɾəʒeɹ	aspɛrɡɛrɛ
-	aspeʁite	-	-	-	aspɛrɪtatɛm
-	aspɛʁsjɔ̃	aspersione	aspeɾsjon	ɐʃpɨɾəsɐ̃ʊ̃	aspɛrsɪonɛm
aspiɾatsje	aspiʁasjɔ̃	aspiratsione	aspiɾaθjon	ɐʃpiɾɐsɐ̃ʊ̃	aspiratɪonɛm
-	-	asportatsione	-	-	aspɔrtatɪonɛm
-	-	asportare	aspoɾtaɾ	-	aspɔrtarɛ
-	-	-	asetʃaɾ	ɐseɪtaɹ	assɛktari
-	-	asserire	-	ɐsɨɾiɹ	assɛrɛrɛ
-	asɛʁsjɔ̃	-	aseɾθjon	-	assɛrtɪonɛm
-	asi	assizo	-	-	assɛssʊm
aʃeza	aswaʁ	assidere	aseaɾ	-	assɪderɛ
-	asidy	assiduo	asiðwo	ɐsiduʊ	assɪdʊʊm
-	asiɲe	asseɲare	asiɡnaɾ	ɐsinaɹ	assɪŋnarɛ
-	asajiʁ	-	-	-	assɪlirɛ
asimila	asimile	-	asimilaɾ	ɐsimilaɹ	assɪmʊlarɛ
-	asiste	assistere	asistiɾ	ɐsiʃtiɹ	assɪstɛrɛ
-	-	-	asaɾ	ɐsaɹ	assarɛ
-	asosje	assotʃare	asoθjaɾ	ɐsusiaɹ	assɔkɪarɛ
-	-	-	asolaɾ	ɐsulaɹ	assɔlarɛ
-	-	assuefare	-	-	assʊefakɛrɛ
aʃkje	atɛl	askola	astiʎa	aʃɐ	assʊlam
-	asyme	assumere	asumiɾ	ɐsumiɹ	assumɛrɛ
-	asɔ̃psjɔ̃	assuntsione	asunθjon	ɐsũŋsɐ̃ʊ̃	assumptɪonɛm
-	-	assurdʒere	-	-	assʊrɡɛrɛ
-	-	astitʃe	-	-	astakʊm
aʃterne	-	-	-	-	astɛrnɛrɛ
adəsta	-	-	-	-	astarɛ
astrɨŋdʒe	astʁɛ̃dʁ	astrindʒere	-	-	astrɪŋɡɛrɛ
astru	astʁ	astro	astɾo	aʃtɹʊ	astrʊm
astruka	-	-	-	-	astrʊɛrɛ
-	otuʁ	astore	-	-	astʊrɛm
-	astys	astutsia	astuθja	ɐʃtusjɐ	astutɪam
-	-	astuto	astuto	ɐʃtutʊ	astutʊm
-	azil	azilo	asilo	ɐzilʊ	asylʊm
-	atʁ	atro	atɾo	atɹʊ	atrʊm
-	-	-	atlantiko	ɐtlɐ̃ŋtikʊ	atlantɪkʊm
-	atʁabilɛʁ	-	atɾaβiljaɾjo	-	atrabilarɪʊm
-	atʁamɑ̃tɛʁ	atramento	atɾamɛnto	ɐtɹɐmeɪŋtʊ	atramɛntʊm
-	atʁɑ̃pe	attemperare	-	-	attɛmpɛrarɛ
-	atɑ̃dʁ	attɛndere	atendeɾ	ɐteɪŋdeɹ	attɛndɛrɛ
atent	atɑ̃tif	attɛnto	atɛnto	ɐteɪŋtʊ	attɛntʊm
-	atenyasjɔ̃	-	-	-	attɛnʊatɪonɛm
-	atɛste	attestare	-	-	attɛstari
atsine	atniʁ	attenere	ateneɾ	ɐteɹ	attɪnerɛ
atiŋdʒe	atɛ̃dʁ	attindʒere	atiŋxiɾ	ɐtiŋʒiɹ	attɪŋɡɛrɛ
-	atʁɛʁ	attrarre	atɾaeɾ	ɐtɹɐiɹ	attrahɛrɛ
-	atʁibye	attribuire	atɾiβwiɾ	ɐtɹibuiɹ	attrɪbʊɛrɛ
-	atʁibysjɔ̃	attributsione	atɾiβuθjon	-	attrɪbutɪonɛm
-	-	autsione	aʊkθjon	-	aʊktɪonɛm
-	otoʁite	autorita	aʊtoɾiðad	aʊtuɾidadɨ	aʊktorɪtatɛm
apuka	-	-	-	-	aʊkʊpari
audatʃje	odas	audatʃa	aʊðaθja	aʊdasjɐ	aʊdakɪam
-	odasjø	audatʃe	aʊðaθ	aʊdaʃ	aʊdakɛm
-	oze	ozare	osaɾ	uwzaɹ	aʊderɛ
audjentsə	odjɑ̃s	udjɛntsa	aʊðjɛnθja	aʊdjeɪŋsjɐ	aʊdɪɛntɪam
auditsje	odisjɔ̃	auditsione	aʊðiθjon	aʊdisɐ̃ʊ̃	aʊditɪonɛm
auzitor	oditœʁ	uditore	oɪðoɾ	uwvidoɹ	aʊditorɛm
auditoɾiw	oditwaʁ	auditɔrio	aʊðitoɾjo	aʊditɔɾjʊ	aʊditorɪʊm
auzit	wj	udito	oiðo	uwvidʊ	aʊditʊm
-	afyʁe	-	aferaɾ	aʊfɨɾiɹ	aʊfɛrrɛ
-	-	-	aʊxeɾ	-	aʊɡerɛ
-	oɡmɑ̃tasjɔ̃	aumentatsione	aʊmentaθjon	aʊmeɪŋtɐsɐ̃ʊ̃	aʊɡmɛntatɪonɛm
awɡur	oɡyʁ	auɡure	aʊɣuɾ	aʊɡuɾɨ	aʊɡʊrɛm
-	oɡyʁ	auɡurio	aʊɣuɾjo	-	aʊɡʊrɪʊm
awɡuɾa	oɡyʁe	auɡurare	aʊɣuɾaɾ	aʊɡuɾaɹ	aʊɡʊrarɛ
-	-	-	aʊla	aʊlɐ	aʊlam
auɾə	oʁa	aura	aʊɾa	aʊɾɐ	aʊram
auɾar	-	-	-	-	aʊrarɪʊm
aljor	loʁjo	-	-	-	aʊrɛɔlʊm
awrʲ	-	-	-	-	aʊreskɛrɛ
-	-	-	-	aʊɾikuloɹ	aʊrɪkɔlorɛm
-	-	-	-	aʊɾikumʊ	aʊrɪkɔmʊm
-	-	aurikola	aʊɾikula	aʊɾikulɐ	aʊrɪkʊlam
-	-	orefitʃe	oɾifiθe	aʊɾifisɨ	aʊrɪfɪkɛm
-	-	auriɡa	aʊɾiɣa	-	aʊriɡam
-	-	-	aʊɾixeɾo	aʊɾiʒɨɾʊ	aʊrɪɡɛrʊm
-	ɔʁpim	orpimento	-	-	aʊrɪpɪɡmɛntʊm
auɾoɾa	oʁɔʁ	aurɔra	aʊɾoɾa	aʊɾɔɾɐ	aʊroram
-	-	-	-	aʊɾiʒinozʊ	aʊruɡɪnosʊm
-	ospis	-	aʊspiθjo	-	aʊspɪkɪʊm
austru	-	ɔstro	-	-	aʊstrʊm
-	otɔnal	autunnale	otoɲal	uwtunɑl	aʊtʊmnalɛm
-	-	-	tomaɾ	-	aʊtʊmarɛ
-	oksiljɛʁ	auziliare	aʊksiljaɾ	aʊsiliaɹ	aʊksɪlɪarɛm
-	-	auziliario	-	-	aʊksɪlɪarɪʊm
-	-	awzilio	aʊksiljo	-	aʊksɪlɪʊm
-	-	ava	-	-	awam
-	avwan	avena	aβena	ɐveɪɐ	awenam
aversjune	avɛʁsjɔ̃	avversione	aβeɾsjon	ɐvɨɾəsɐ̃ʊ̃	awɛrsɪonɛm
-	-	-	aβjeso	ɐvesʊ	awɛrsʊm
-	ajœl	-	aβwela	aɪɐ	awɪam
-	-	-	aβeθiʎa	-	awɪkɛllam
-	avidite	avidita	-	-	awɪdɪtatɛm
-	avi	avvizo	aβe	avɨ	awɛm
-	-	-	-	avjʊ	awɪʊm
-	-	avokatsione	-	-	awɔkatɪonɛm
-	-	avokare	-	-	awɔkarɛ
unkʲ	ɔ̃kl	-	-	-	awʊŋkʊlʊm
awʃ	-	avo	-	ɐvo	awʊm
-	ajœl	-	aβwelo	-	awʊlʊm
aks	ɛ	asse	exe	aksɨ	aksɛm
-	bɛ	bakka	baja	baɡɐ	bakam
-	bakaloʁea	bakkalaureato	batʃiʎeɾato	bɐʃɐɾɨladʊ	bakkalaʊrɛatʊm
-	baʃəlje	-	batʃiʎeɾ	bɐʃɐɾɛl	bakkalaʊrɛʊm
-	bakl	bakolo	-	-	bakʊlʊm
-	be	baio	bajo	baɪʊ	badɪʊm
-	baje	-	-	bɐʒulaɹ	bajʊlarɛ
bajeɾə	-	bajulo	baɪle	-	bajʊlʊm
-	-	balbare	-	-	balbarɛ
-	-	-	boβo	bobʊ	balbʊm
-	balbysje	balbettare	balβuθiɾ	bɑlbusiaɹ	balbutirɛ
balenə	balɛn	balena	baʎena	bɐleɪɐ	ballaɪnam
-	balneɛʁ	-	balneaɾjo	bɑlnɨaɾjʊ	balnɛarɪʊm
baje	bɛ̃	baɲɲo	baɲo	bɐ̃ɲʊ	balnɛʊm
-	-	belare	balaɾ	bɐlaɹ	balarɛ
balts	-	baltɛo	balteo	baʊtiʊ	baltɛʊm
-	baltik	baltiko	baltiko	baʊtikʊ	baltɪkʊm
baptism	batɛm	battɛzimo	baʊtismo	bɐtiʒmʊ	baptɪsmʊm
baptist	batist	battista	bapptista	bɐtiʃtɐ	baptɪstam
-	batistɛʁ	battistɛro	bapptisteɾjo	bɐtiʃtɛɾjʊ	baptɪsterɪʊm
-	-	baɾatro	baɾatɾo	baɾɐtɹʊ	baratʰrʊm
-	baʁbaʁism	barbarizmo	baɾβaɾismo	bɐɾəbɐɾiʒmʊ	barbarɪsmʊm
-	baʁbaʁize	barbaridzzare	baɾβaɾiθaɾ	bɐɾəbɐɾizaɹ	barbarizzarɛ
bərbat	-	barbato	baɾβaðo	bɐɾəbadʊ	barbatʊm
barbur	baʁbəle	barbula	-	-	barbʊlam
barkə	baʁʒ	barka	baɾka	baɾəkɐ	barkam
-	baʁd	bardo	baɾðo	baɾədʊ	bardʊm
-	baʁitɔ̃	baritɔno	baɾitono	bɐɾitunʊ	barytɔnʊm
bazilikə	bazilik	bazilika	basilika	bɐzilikɐ	basɪlɪkam
-	bazilik	baziliko	-	bɐzilikʊ	basɪlɪkʊm
-	bazilik	bazilisko	basilisko	bɐziliʃkʊ	basɪlɪskʊm
-	bɛze	batʃare	besaɾ	beɪʒaɹ	basɪarɛ
-	baz	baze	base	-	basɛm
-	bɛze	batʃo	beso	beɪʒʊ	basɪʊm
-	-	bassarisko	-	-	bassarɪskʊm
-	ba	basso	baxo	baɪʃʊ	bassʊm
-	bastɛʁn	bastɛrna	-	-	bastɛrnam
-	-	beato	beato	biatʊ	bɛatʊm
-	-	bɛlliko	beliko	bɛlikʊ	bɛllɪkʊm
-	-	-	belixeɾo	-	bɛllɪɡɛrʊm
